Código UTA 2020;Código UTA 2010
180070007000002;180070007000002
180070007000019;180070007000019
180070007000020;180070007000020
180070007000023;180070007000023
180070007000017;180070007000017
180070007000006;180070007000006
180070007000014;180070007000014
180070007000024;180070007000024
180070007010000;180070007010000
180070007000016;180070007000016
180070007000007;180070007000007
141821743290000;141821743290000
820142077090000;820142077090000
820142077000003;820142077000003
300849720180000;300849720180000
700350035000021;700350035000021
700350035000030;700350035000030
700350035000022;700350035000022
700350035015000;700350035015000
700350035080000;700350035080000
700350035050000;700350035050000
700350035000007;700350035000007
700350035030000;700350035030000
700350035040001;700350035040001
700350035040002;700350035040002
700350035000018;700350035000018
700350035000019;700350035000019
700350035060000;700350035060000
700350035000020;700350035000020
700350035010000;700350035010000
700350035070000;700350035070000
700350035020000;700350035020000
380146035110000;380146035110000
380146035010002;380146035010002
380146035010001;380146035010001
380146035000031;380146035000031
380146035010003;380146035010003
141191071190000;141191071190000
100420126000028;100420126000028
100420126150000;100420126150000
100420126000037;100420126000037
100420126070000;100420126070000
100420126000035;100420126000035
100420126030000;100420126030000
100420126000008;100420126000008
100420126000009;100420126000009
100420126000003;100420126000003
100420126000018;100420126000018
100420126000015;100420126000015
100420126000007;100420126000007
100420126020000;100420126020000
100420126130000;100420126130000
100420126010000;100420126010000
100420126000031;100420126000031
100420126000021;100420126000021
100420126000019;100420126000019
100420126040000;100420126040000
740356119010000;740356119010000
421260210020000;421260210020000
421260210030000;421260210030000
421260210000016;421260210000016
300989840000022;300989840000022
300989840080000;300989840080000
300569355035000;300569355035000
820913645230000;820913645230000
180840168000056;180840168000056
180840168000004;180840168000004
180840168000051;180840168000051
180840168000019;180840168000019
180840168000005;180840168000005
180840168000031;180840168000031
180840168020000;180840168020000
180840168000043;180840168000043
461190119010007;461190119010007
461190119010003;461190119010003
461190119010010;461190119010010
461190119010006;461190119010006
461190119010001;461190119010001
461190119010005;461190119010005
461190119010012;461190119010012
461190119000004;461190119000004
461190119010004;461190119010004
461190119010008;461190119010008
461190119010009;461190119010009
461190119010002;461190119010002
461190119010011;461190119010011
820910224060000;820910224060000
620565245040000;620565245040000
620565245000014;620565245000014
620565245000020;620565245000020
740426161030000;740426161030000
062800280000029;062800280000029
062800280040000;062800280040000
062800280000022;062800280000022
062800280000011;062800280000011
062800280000010;062800280000010
062800280010000;062800280010000
062800280030000;062800280030000
062800280000019;062800280000019
062800280000015;062800280000015
062800280020000;062800280020000
062800280005000;062800280005000
140070000300000;140070000300000
140070000000044;140070000000044
140070000000033;140070000000033
140070000240000;140070000240000
140070000000014;140070000000014
140070000020000;140070000020000
140070000000022;140070000000022
140070000000063;140070000000063
140070000000035;140070000000035
140070000000006;140070000000006
140070000000037;140070000000037
340210000000022;340210000000022
340210000000010;340210000000010
340210000000021;340210000000021
340210000000016;340210000000016
340210000000061;340210000000061
340210000000092;340210000000092
340210000000094;340210000000094
340210000000060;340210000000060
340210000000051;340210000000051
340210000000018;340210000000018
340210000000114;340210000000114
340210000000080;340210000000080
340210000000017;340210000000017
340210000000012;340210000000012
340210000000099;340210000000099
340210000000036;340210000000036
340210000000014;340210000000014
340210000000037;340210000000037
340210000000068;340210000000068
340210000000095;340210000000095
340210000000032;340210000000032
340210000000097;340210000000097
340210000000096;340210000000096
340210000000063;340210000000063
340210000000084;340210000000084
340210000000023;340210000000023
340210000000078;340210000000078
340210000000069;340210000000069
821053722010000;821053722010000
821053722050000;821053722050000
820773344000017;820773344000017
820773344000018;820773344000018
820773344000022;820773344000022
820773344000051;820773344000051
820773344000020;820773344000020
820773344090000;820773344090000
820773344000046;820773344000046
820773344000015;820773344000015
820773344000037;820773344000037
820773344000021;820773344000021
141402945080000;141402945080000
820773302000007;820773302000007
300089015050000;300089015050000
301139920000071;301139920000071
301139920010000;301139920010000
301139920000041;301139920000041
301139920000031;301139920000031
260708084020000;260708084020000
300569340000076;300569340000076
300569340000080;300569340000080
141401281260000;141401281260000
180280049030000;180280049030000
180280049000022;180280049000022
180280049000084;180280049000084
300560203110000;300560203110000
300560203000069;300560203000069
821190287080000;821190287080000
821190287000002;821190287000002
062700270010001;062700270010001
062700270010004;062700270010004
062700270010006;062700270010006
062700270010005;062700270010005
062700270010002;062700270010002
062700270010003;062700270010003
062700270000001;062700270000001
300849705000018;300849705000018
140980798070000;140980798070000
740420000000010;740420000000010
740420000100000;740420000100000
740420000000009;740420000000009
740420000000054;740420000000054
740420000000026;740420000000026
740420000000031;740420000000031
740420000000013;740420000000013
740420000090000;740420000090000
740420000110000;740420000110000
740420000080000;740420000080000
740420000000114;740420000000114
740420000000092;740420000000092
820840203210000;820840203210000
820840203000035;820840203000035
580840189050000;580840189050000
580840189000037;580840189000037
620140042060000;620140042060000
820632980060000;820632980060000
300779545000023;300779545000023
620565266050000;620565266050000
100770182040000;100770182040000
100770182000038;100770182000038
100770182070000;100770182070000
100770182110000;100770182110000
100770182090000;100770182090000
100770182000035;100770182000035
100770182050000;100770182050000
100770182080000;100770182080000
100770182100000;100770182100000
100770182000005;100770182000005
100770182060000;100770182060000
100770182000039;100770182000039
100770182000033;100770182000033
100770182020000;100770182020000
100770182010000;100770182010000
100770182000001;100770182000001
100770182030000;100770182030000
140910679070000;140910679070000
140910679000073;140910679000073
140910679170000;140910679170000
140910679000007;140910679000007
140910679000031;140910679000031
140910679000079;140910679000079
420845042010000;420845042010000
661540385020000;661540385020000
661540385000030;661540385000030
661540385000138;661540385000138
661540385030000;661540385030000
300289143000021;300289143000021
300289143000026;300289143000026
300289143000033;300289143000033
540630217000009;540630217000009
540630217000023;540630217000023
540630217000016;540630217000016
540630217030000;540630217030000
540630217000035;540630217000035
540630217000003;540630217000003
540630217000037;540630217000037
141401267240000;141401267240000
820983701000019;820983701000019
820983701000003;820983701000003
820983701000004;820983701000004
820983701000022;820983701000022
820983701030000;820983701030000
821334163060000;821334163060000
660420098000114;660420098000114
660420098020000;660420098020000
660420098000039;660420098000039
660420098000077;660420098000077
660420098000076;660420098000076
660420098000010;660420098000010
740216063000118;740216063000118
740216063090000;740216063090000
141613148080000;141613148080000
861476581100000;861476581100000
861610000000092;861610000000092
861610000000054;861610000000054
861610000000062;861610000000062
861610000000110;861610000000110
861610000000081;861610000000081
861610000000019;861610000000019
861610000000074;861610000000074
861610000000090;861610000000090
861610000000068;861610000000068
861610000000020;861610000000020
861610000000120;861610000000120
861610000000031;861610000000031
861610000000066;861610000000066
861610000000086;861610000000086
861610000000064;861610000000064
861610000000037;861610000000037
861610000000034;861610000000034
861610000000041;861610000000041
861610000000012;861610000000012
861610000000032;861610000000032
861610000000083;861610000000083
861610000000130;861610000000130
861610000000078;861610000000078
861610000000084;861610000000084
020110001010004;020110001010004
020110001010003;020110001010003
020110001010001;020110001010001
020110001010002;020110001010002
540210056010000;540210056010000
300709445000036;300709445000036
660630168000116;660630168000116
660630168000103;660630168000103
660630168000109;660630168000109
660630168000078;660630168000078
660630168000008;660630168000008
660630168000002;660630168000002
660630168000104;660630168000104
660630168000035;660630168000035
660630168000069;660630168000069
660630168010000;660630168010000
660630168000014;660630168000014
660630168000049;660630168000049
660630168000027;660630168000027
660630168000055;660630168000055
660630168000003;660630168000003
660630168000085;660630168000085
660630168000075;660630168000075
660630168000054;660630168000054
660630168000012;660630168000012
660630168000106;660630168000106
821260322160000;821260322160000
821260322000031;821260322000031
300849575000004;300849575000004
821050252130000;821050252130000
820212168000024;820212168000024
820212168080000;820212168080000
821264044000026;821264044000026
821264044010000;821264044010000
141821638100000;141821638100000
900078049000312;900078049000312
900078049070000;900078049070000
900078049000202;900078049000202
900078049000331;900078049000331
900078049000294;900078049000294
900078049000303;900078049000303
900078049000203;900078049000203
900078049000204;900078049000204
900078049000197;900078049000197
900078049000205;900078049000205
900078049000334;900078049000334
900078049000079;900078049000079
900078049000269;900078049000269
420770007010000;420770007010000
420770007040000;420770007040000
861120000000014;861120000000014
861120000000018;861120000000018
861120000000004;861120000000004
861120000000012;861120000000012
861120000000010;861120000000010
861120000000005;861120000000005
861120000000006;861120000000006
861120000000002;861120000000002
861120000000009;861120000000009
861120000000016;861120000000016
861120000000001;861120000000001
820212343330000;820212343330000
067600760010001;067600760010001
067600760010002;067600760010002
067600760010003;067600760010003
067600760010004;067600760010004
300630210020000;300630210020000
140912518200000;140912518200000
140912518000014;140912518000014
541050497040000;541050497040000
541050497000023;541050497000023
541050497000009;541050497000009
541050497000018;541050497000018
541050497000025;541050497000025
541050497000015;541050497000015
141190000000022;141190000000022
141190000000023;141190000000023
141190000000018;141190000000018
141190000000053;141190000000053
141190000000029;141190000000029
141190000000027;141190000000027
141190000000008;141190000000008
141190000000040;141190000000040
141190000000021;141190000000021
141190000000017;141190000000017
141190000000033;141190000000033
141190000000042;141190000000042
141190000000011;141190000000011
141190000000026;141190000000026
141190000000001;141190000000001
141190000000032;141190000000032
141190000000002;141190000000002
141190000000030;141190000000030
141190000000019;141190000000019
141190000000031;141190000000031
141190000000007;141190000000007
141190000000043;141190000000043
141190000000010;141190000000010
141190000000063;141190000000063
141190000000014;141190000000014
141190000000016;141190000000016
141190000000015;141190000000015
141190000000055;141190000000055
141190000000060;141190000000060
141190000000020;141190000000020
141190000000024;141190000000024
141190000000006;141190000000006
141190000000038;141190000000038
141190000000044;141190000000044
141190000000061;141190000000061
141190000000048;141190000000048
141190000000013;141190000000013
141190000000012;141190000000012
380846168090000;380846168090000
380846168000046;380846168000046
380846168045000;380846168045000
380846168000031;380846168000031
380846168060000;380846168060000
380846168000021;380846168000021
380846168000050;380846168000050
380846168020000;380846168020000
380846168000008;380846168000008
380846168030000;380846168030000
380846168000041;380846168000041
540700280000028;540700280000028
540700280000016;540700280000016
540700280070000;540700280070000
140910721210000;140910721210000
140910721150000;140910721150000
140910721310000;140910721310000
740566259080000;740566259080000
580840000000005;580840000000005
580840000000038;580840000000038
580840000000033;580840000000033
580840000000020;580840000000020
580840000000031;580840000000031
580840000000039;580840000000039
580840000000018;580840000000018
580840000000010;580840000000010
580840000000034;580840000000034
141683197100000;141683197100000
820492861200000;820492861200000
820492861000081;820492861000081
060070007000020;060070007000020
060070007000009;060070007000009
060070007030000;060070007030000
060070007000025;060070007000025
060070007100000;060070007100000
060070007000017;060070007000017
060070007000021;060070007000021
060070007000014;060070007000014
060070007020000;060070007020000
060070007000035;060070007000035
060070007000003;060070007000003
060070007000037;060070007000037
060070007000010;060070007000010
060070007000004;060070007000004
060070007000029;060070007000029
060070007000038;060070007000038
060070007060000;060070007060000
060070007000036;060070007000036
060070007080000;060070007080000
060070007000006;060070007000006
060070007050000;060070007050000
060070007000002;060070007000002
060070007040000;060070007040000
060070007010000;060070007010000
060070007000024;060070007000024
060070007110000;060070007110000
060070007070000;060070007070000
300289165000038;300289165000038
861890000000047;861890000000047
861890000000062;861890000000062
861890000000018;861890000000018
861890000000051;861890000000051
861890000000065;861890000000065
861890000000005;861890000000005
861890000000029;861890000000029
861890000000009;861890000000009
861890000000025;861890000000025
861890000000027;861890000000027
260848105050000;260848105050000
740560133000086;740560133000086
740560133150000;740560133150000
740560133000016;740560133000016
300849715000027;300849715000027
300849715000081;300849715000081
067000700000007;067000700000007
067000700030000;067000700030000
067000700055000;067000700055000
067000700000013;067000700000013
067000700000011;067000700000011
067000700010000;067000700010000
067000700000009;067000700000009
067000700000001;067000700000001
067000700000012;067000700000012
067000700000002;067000700000002
067000700070000;067000700070000
067000700040000;067000700040000
067000700050000;067000700050000
067000700000008;067000700000008
067000700000006;067000700000006
067000700060000;067000700060000
067000700020000;067000700020000
140562308020000;140562308020000
020140001010001;020140001010001
580070252000029;580070252000029
580070252020000;580070252020000
580070252000042;580070252000042
580070252015000;580070252015000
700210021000059;700210021000059
700210021010001;700210021010001
700210021000042;700210021000042
700210021000054;700210021000054
700210021000062;700210021000062
700210021000044;700210021000044
700210021000029;700210021000029
700210021000002;700210021000002
700210021000058;700210021000058
700210021030000;700210021030000
700210021000061;700210021000061
700210021010002;700210021010002
700210021000040;700210021000040
700210021000005;700210021000005
700210021020000;700210021020000
700210021000037;700210021000037
141192826180000;141192826180000
340145028060000;340145028060000
300210077060000;300210077060000
300210077040000;300210077040000
620420105360000;620420105360000
620700224010000;620700224010000
620700224000034;620700224000034
620700224000027;620700224000027
620700224000031;620700224000031
620700224000012;620700224000012
620700224000028;620700224000028
620700224000011;620700224000011
620700224000035;620700224000035
620700224060000;620700224060000
220700224040000;220700224040000
220700224000009;220700224000009
580350070100000;580350070100000
940210000000003;940210000000003
940210000000013;940210000000013
940210000000010;940210000000010
940210000000011;940210000000011
940210000000012;940210000000012
820420084000004;820420084000004
820420084000016;820420084000016
820420084000005;820420084000005
820420084300000;820420084300000
140912539280000;140912539280000
140912539320000;140912539320000
300880385000009;300880385000009
300880385020000;300880385020000
821123960000044;821123960000044
821123960150000;821123960150000
821123960000056;821123960000056
140560420080000;140560420080000
860986175030000;860986175030000
141473092330000;141473092330000
701120112010000;701120112010000
701120112000011;701120112000011
701120112000012;701120112000012
421260308070000;421260308070000
421260308000002;421260308000002
141332917120000;141332917120000
141332917040000;141332917040000
141332917050000;141332917050000
340210070060000;340210070060000
820422581020000;820422581020000
820422581000021;820422581000021
820422581000042;820422581000042
820422581000006;820422581000006
861896623050000;861896623050000
861896623030000;861896623030000
820492819000051;820492819000051
820492819000037;820492819000037
820492819000035;820492819000035
820492819000088;820492819000088
820492819100000;820492819100000
820492819160000;820492819160000
820492819000087;820492819000087
820492819000078;820492819000078
140980784050000;140980784050000
860560070070000;860560070070000
340429105050000;340429105050000
260210056050000;260210056050000
580215154000047;580215154000047
580215154000052;580215154000052
540280119000005;540280119000005
540280119020000;540280119020000
540280119030000;540280119030000
861400154020000;861400154020000
900428217000015;900428217000015
900428217000014;900428217000014
900428217000013;900428217000013
300980455120000;300980455120000
300980455000040;300980455000040
300849760280000;300849760280000
860566413080000;860566413080000
820843414170000;820843414170000
141332889000041;141332889000041
141332889010000;141332889010000
140910000000065;140910000000065
140910000000078;140910000000078
140910000000081;140910000000081
060140014000013;060140014000013
060140014000007;060140014000007
060140014000004;060140014000004
060140014000010;060140014000010
060140014000012;060140014000012
060140014000008;060140014000008
060140014030000;060140014030000
060140014000006;060140014000006
060140014000003;060140014000003
060140014000001;060140014000001
060140014010000;060140014010000
060140014040000;060140014040000
060140014000014;060140014000014
060140014000015;060140014000015
060140014000002;060140014000002
060140014020000;060140014020000
900708434070000;900708434070000
141611484130000;141611484130000
300840297060000;300840297060000
821123862010000;821123862010000
821123862000046;821123862000046
340420175040000;340420175040000
900148112000015;900148112000015
900148112000199;900148112000199
900148112090000;900148112090000
300770287070000;300770287070000
900638364010000;900638364010000
900638364000121;900638364000121
900638364000086;900638364000086
900638364000107;900638364000107
380280091000082;380280091000082
380280091000068;380280091000068
380280091000029;380280091000029
380280091000013;380280091000013
380280091000039;380280091000039
380280091000012;380280091000012
380280091020000;380280091020000
380566084020000;380566084020000
380566084017000;380566084017000
380566084030000;380566084030000
380566084000027;380566084000027
380566084025000;380566084025000
380566084013000;380566084013000
380566084010000;380566084010000
380566084000028;380566084000028
380566084000008;380566084000008
300159045000027;300159045000027
300159045000073;300159045000073
300159045000062;300159045000062
300159045000019;300159045000019
300159045000090;300159045000090
820212371380000;820212371380000
068400840010007;068400840010007
068400840010008;068400840010008
068400840010013;068400840010013
068400840010009;068400840010009
068400840010004;068400840010004
068400840010014;068400840010014
068400840010010;068400840010010
068400840010006;068400840010006
068400840010001;068400840010001
068400840010005;068400840010005
068400840010002;068400840010002
068400840010011;068400840010011
068400840010015;068400840010015
068400840010012;068400840010012
068400840010003;068400840010003
140840658100000;140840658100000
340560238030000;340560238030000
821193981010000;821193981010000
861400000000004;861400000000004
861400000000024;861400000000024
861400000000029;861400000000029
861400000000082;861400000000082
861400000000028;861400000000028
861400000000016;861400000000016
861400000000035;861400000000035
861400000000009;861400000000009
861400000000101;861400000000101
861400000000130;861400000000130
861400000000127;861400000000127
861400000000031;861400000000031
861400000000054;861400000000054
861400000000006;861400000000006
861400000000110;861400000000110
861400000000047;861400000000047
861400000000066;861400000000066
861400000000111;861400000000111
861400000000042;861400000000042
861400000000039;861400000000039
861400000000043;861400000000043
861400000000020;861400000000020
861400000000097;861400000000097
861400000030000;861400000030000
861400000000007;861400000000007
861400000000068;861400000000068
861400000000093;861400000000093
861400000000049;861400000000049
861400000000048;861400000000048
861400000000114;861400000000114
861400000000027;861400000000027
861400000000044;861400000000044
861400000000018;861400000000018
861400000000107;861400000000107
861400000000059;861400000000059
861400000000030;861400000000030
861400000000001;861400000000001
861400000000087;861400000000087
861400000000120;861400000000120
861400000000034;861400000000034
861400000000055;861400000000055
861400000000061;861400000000061
861400000000076;861400000000076
141191029120000;141191029120000
900218189000024;900218189000024
900218189000074;900218189000074
900218189070000;900218189070000
900218189000120;900218189000120
620280000000030;620280000000030
620280000000003;620280000000003
620280000000002;620280000000002
620280000000004;620280000000004
620280000030000;620280000030000
620280000000012;620280000000012
620280000000006;620280000000006
140492280000001;140492280000001
140492280040000;140492280040000
067280728000011;067280728000011
067280728010000;067280728010000
067280728050000;067280728050000
067280728000017;067280728000017
067280728000002;067280728000002
067280728060000;067280728060000
067280728000004;067280728000004
067280728000012;067280728000012
067280728000009;067280728000009
067280728000010;067280728000010
067280728040000;067280728040000
067280728000014;067280728000014
067280728000016;067280728000016
067280728000008;067280728000008
067280728020000;067280728020000
067280728000005;067280728000005
067280728030000;067280728030000
067280728070000;067280728070000
300560189070000;300560189070000
300560189000123;300560189000123
300560189000136;300560189000136
300560189000090;300560189000090
901198644010002;901198644010002
901198644000011;901198644000011
901198644000005;901198644000005
901198644020000;901198644020000
300630224060000;300630224060000
300630224000002;300630224000002
300630224000008;300630224000008
300630224000012;300630224000012
300630224000011;300630224000011
300630224000009;300630224000009
300630224000004;300630224000004
300630224000034;300630224000034
300219125000017;300219125000017
300219125000022;300219125000022
381126259030000;381126259030000
381126259000034;381126259000034
381126259060000;381126259060000
381126259000027;381126259000027
700280028010000;700280028010000
141471400220000;141471400220000
820420077000020;820420077000020
820420077290000;820420077290000
820420077000050;820420077000050
820420077000067;820420077000067
740076007000198;740076007000198
740076007030000;740076007030000
740076007000098;740076007000098
740076007000156;740076007000156
140980812100000;140980812100000
820633022160000;820633022160000
661120266000139;661120266000139
661120266050000;661120266050000
661120266000037;661120266000037
661120266000107;661120266000107
661120266000110;661120266000110
661120266000153;661120266000153
661120266000085;661120266000085
661120266000157;661120266000157
661120266000029;661120266000029
661120266000121;661120266000121
661120266000147;661120266000147
661120266040000;661120266040000
661120266000105;661120266000105
661120266000028;661120266000028
140910749270000;140910749270000
140910749000072;140910749000072
820773316050000;820773316050000
820773316000064;820773316000064
300770280060000;300770280060000
300770280000003;300770280000003
220390112020000;220390112020000
220390112000008;220390112000008
220390112000006;220390112000006
220390112000007;220390112000007
220390112000011;220390112000011
220390112000020;220390112000020
220390112000026;220390112000026
220390112000005;220390112000005
220390112000002;220390112000002
220390112000001;220390112000001
220390112000009;220390112000009
220390112000019;220390112000019
220390112000013;220390112000013
220390112010000;220390112010000
220390112000003;220390112000003
220390112000017;220390112000017
100350112000103;100350112000103
100350112000104;100350112000104
100350112000032;100350112000032
540210084000014;540210084000014
540210084050000;540210084050000
420700014010000;420700014010000
420700014000028;420700014000028
420700014000009;420700014000009
660070035000082;660070035000082
660070035000124;660070035000124
660070035000378;660070035000378
660070035150000;660070035150000
660070035000335;660070035000335
660070035000313;660070035000313
660070035100000;660070035100000
660070035000375;660070035000375
660070035000468;660070035000468
660070035000112;660070035000112
660070035000443;660070035000443
660070035000336;660070035000336
660070035000368;660070035000368
660070035000084;660070035000084
660070035000024;660070035000024
660070035000357;660070035000357
660070035000009;660070035000009
660070035000172;660070035000172
660070035000092;660070035000092
660070035000099;660070035000099
660070035000252;660070035000252
660070035000453;660070035000453
660070035000448;660070035000448
660070035000157;660070035000157
660070035000366;660070035000366
300919825080000;300919825080000
300919825000036;300919825000036
620145084020000;620145084020000
067210721020000;067210721020000
067210721010000;067210721010000
140492301120000;140492301120000
460630063000031;460630063000031
460630063000044;460630063000044
460630063000022;460630063000022
460630063000009;460630063000009
460630063000021;460630063000021
460630063010000;460630063010000
460630063000011;460630063000011
460630063000004;460630063000004
460630063000027;460630063000027
460630063000038;460630063000038
460630063000039;460630063000039
460630063000041;460630063000041
460630063000013;460630063000013
460630063000045;460630063000045
460630063000040;460630063000040
460630063000007;460630063000007
460630063000046;460630063000046
460630063030000;460630063030000
460630063000001;460630063000001
460630063040000;460630063040000
460630063000023;460630063000023
460630063000039;460630063000039
460630063020000;460630063020000
460630063000037;460630063000037
460630063000035;460630063000035
460630063000008;460630063000008
460630063000043;460630063000043
460630063000030;460630063000030
460630063000042;460630063000042
861470161130000;861470161130000
300420161000001;300420161000001
300420161000016;300420161000016
300420161010000;300420161010000
141821687180000;141821687180000
900148098000076;900148098000076
900148098000001;900148098000001
900148098000221;900148098000221
900148098000124;900148098000124
900148098000165;900148098000165
740356133040000;740356133040000
141052679120000;141052679120000
860286042030000;860286042030000
421190301040000;421190301040000
421050301000018;421050301000018
100350098050000;100350098050000
100350098000012;100350098000012
100350098130000;100350098130000
100350098000038;100350098000038
100350098000073;100350098000073
100350098080000;100350098080000
820212252000041;820212252000041
820630140080000;820630140080000
260420098000006;260420098000006
260420098030000;260420098030000
260420098000011;260420098000011
541190511000014;541190511000014
541190511050000;541190511050000
541190511000019;541190511000019
541190511040000;541190511040000
541190511000012;541190511000012
541190511000004;541190511000004
541190511010000;541190511010000
541190511000008;541190511000008
541190511000001;541190511000001
141611463090000;141611463090000
140980819110000;140980819110000
660280063000045;660280063000045
660280063050003;660280063050003
660280063000085;660280063000085
660280063000080;660280063000080
660280063050002;660280063050002
660280063000087;660280063000087
660280063000088;660280063000088
660280063000116;660280063000116
660280063000031;660280063000031
660280063050001;660280063050001
860776140060000;860776140060000
141611456070000;141611456070000
340495070080000;340495070080000
220770245020000;220770245020000
220770245000026;220770245000026
220770245000012;220770245000012
220770245040000;220770245040000
220770245000025;220770245000025
220770245000016;220770245000016
140350000000011;140350000000011
140350000000014;140350000000014
140350000000035;140350000000035
140350000000019;140350000000019
140350000000029;140350000000029
140350000000015;140350000000015
140350000000037;140350000000037
140350000000010;140350000000010
140350000020000;140350000020000
140350000000013;140350000000013
140350000000006;140350000000006
140350000000023;140350000000023
140350000000017;140350000000017
140350000000026;140350000000026
140350000000027;140350000000027
140350000000039;140350000000039
140350000000022;140350000000022
140350000000025;140350000000025
140350000000033;140350000000033
140350000000009;140350000000009
140350000000024;140350000000024
140350000000030;140350000000030
140350000000004;140350000000004
700630063030000;700630063030000
700630063000002;700630063000002
700630063000003;700630063000003
700630063020000;700630063020000
700630063040000;700630063040000
141190994040000;141190994040000
820210049360000;820210049360000
820210049000029;820210049000029
820210049000018;820210049000018
820210049000035;820210049000035
620420175335000;620420175335000
620420175480000;620420175480000
620420175245000;620420175245000
661190273000020;661190273000020
661190273000017;661190273000017
661190273010000;661190273010000
661190273000007;661190273000007
661190273000019;661190273000019
661190273000024;661190273000024
661190273020000;661190273020000
661190273000037;661190273000037
661190273000003;661190273000003
661190273000002;661190273000002
661190273000058;661190273000058
661190273000004;661190273000004
661190273000029;661190273000029
661190273000053;661190273000053
140210000080000;140210000080000
340490210060000;340490210060000
820703085080000;820703085080000
740426175060000;740426175060000
900078042000252;900078042000252
900078042000262;900078042000262
900078042000096;900078042000096
900078042040000;900078042040000
900078042000249;900078042000249
820630147000014;820630147000014
820630147170000;820630147170000
820422700200000;820422700200000
061190119085000;061190119085000
061190119050000;061190119050000
061190119070000;061190119070000
061190119055000;061190119055000
061190119000015;061190119000015
061190119000005;061190119000005
061190119030000;061190119030000
061190119040000;061190119040000
061190119080000;061190119080000
061190119000006;061190119000006
061190119020000;061190119020000
061190119045000;061190119045000
061190119000010;061190119000010
061190119000019;061190119000019
061190119010000;061190119010000
061190119000017;061190119000017
061190119000003;061190119000003
061190119015000;061190119015000
061190119000008;061190119000008
061190119000016;061190119000016
061190119060000;061190119060000
061190119090000;061190119090000
220840294000012;220840294000012
220840294070000;220840294070000
220840294000013;220840294000013
220840294000093;220840294000093
780145021050000;780145021050000
140912532290000;140912532290000
300919810040000;300919810040000
820913554130000;820913554130000
820913554040000;820913554040000
820913519090000;820913519090000
620280084020000;620280084020000
620280084010000;620280084010000
620280084000009;620280084000009
620280084000008;620280084000008
420070231000002;420070231000002
420070231020000;420070231020000
420070231000011;420070231000011
420070231000005;420070231000005
380350119030000;380350119030000
380350119000141;380350119000141
861896301020000;861896301020000
065530553020000;065530553020000
065530553010000;065530553010000
068470847000003;068470847000003
068470847000007;068470847000007
068470847000001;068470847000001
068470847000005;068470847000005
068470847000002;068470847000002
068470847010000;068470847010000
068470847000004;068470847000004
068470847000006;068470847000006
068470847020000;068470847020000
181190301000019;181190301000019
181190301000008;181190301000008
181190301000056;181190301000056
181190301040000;181190301040000
580425049000019;580425049000019
580425049000037;580425049000037
580425049000021;580425049000021
140560469160000;140560469160000
340639126000088;340639126000088
340639126010000;340639126010000
220910301000018;220910301000018
220910301000046;220910301000046
220910301000043;220910301000043
220910301000007;220910301000007
220910301000036;220910301000036
220910301000047;220910301000047
220910301000014;220910301000014
220910301000031;220910301000031
220910301000005;220910301000005
220910301000022;220910301000022
220910301000044;220910301000044
220910301000042;220910301000042
220910301000033;220910301000033
220910301000035;220910301000035
220910301000012;220910301000012
220910301000024;220910301000024
220910301000001;220910301000001
220910301000016;220910301000016
220910301000048;220910301000048
220910301000039;220910301000039
220910301000020;220910301000020
220910301000032;220910301000032
220910301010000;220910301010000
220910301000002;220910301000002
220910301000027;220910301000027
220910301000004;220910301000004
220910301000045;220910301000045
220910301000041;220910301000041
220910301000025;220910301000025
220910301000013;220910301000013
220910301000023;220910301000023
220910301000017;220910301000017
220910301000019;220910301000019
220910301000026;220910301000026
220910301000003;220910301000003
220910301000009;220910301000009
220910301000038;220910301000038
220910301000030;220910301000030
300350000000017;300350000000017
300350000000024;300350000000024
300350000000038;300350000000038
300350000000006;300350000000006
300350000000030;300350000000030
500140014040000;500140014040000
500140014000060;500140014000060
500140014000018;500140014000018
500140014000008;500140014000008
500140014000039;500140014000039
500140014030000;500140014030000
500140014000037;500140014000037
500140014000040;500140014000040
500140014000020;500140014000020
500140014000009;500140014000009
500140014000034;500140014000034
500140014000041;500140014000041
500140014000026;500140014000026
500140014000004;500140014000004
500140014000056;500140014000056
500140014020000;500140014020000
500140014000030;500140014000030
500140014000050;500140014000050
500140014010000;500140014010000
820282427050000;820282427050000
140212119210000;140212119210000
340219035010000;340219035010000
900638357000076;900638357000076
900638357020002;900638357020002
900638357020001;900638357020001
861616252050000;861616252050000
860636105050000;860636105050000
821260315140000;821260315140000
821260315000010;821260315000010
821260315000013;821260315000013
300989865150000;300989865150000
820913624200000;820913624200000
141543134000011;141543134000011
141543134000047;141543134000047
141543134000046;141543134000046
141543134040000;141543134040000
141122784080000;141122784080000
820212175100000;820212175100000
900078014020000;900078014020000
900078014000313;900078014000313
900078014000025;900078014000025
900078014000063;900078014000063
900078014000309;900078014000309
900078014000192;900078014000192
065390539010005;065390539010005
065390539010001;065390539010001
065390539010003;065390539010003
065390539010002;065390539010002
065390539010004;065390539010004
140912483060000;140912483060000
141262854070000;141262854070000
140702364000002;140702364000002
140702364000041;140702364000041
140702364020000;140702364020000
066580658010002;066580658010002
066580658010003;066580658010003
066580658010001;066580658010001
066580658010007;066580658010007
066580658010009;066580658010009
066580658010005;066580658010005
066580658010008;066580658010008
066580658010004;066580658010004
066580658010006;066580658010006
301139945000030;301139945000030
301139945000019;301139945000019
301139945000070;301139945000070
301139945000014;301139945000014
301139945000107;301139945000107
301139945000076;301139945000076
301139945000029;301139945000029
