Código UTA 2020;Código UTA 2010
066020602000011;066020602000011
066020602000005;066020602000005
066020602000003;066020602000003
066020602000023;066020602000023
066020602070000;066020602070000
066020602000009;066020602000009
066020602060000;066020602060000
066020602000006;066020602000006
066020602000019;066020602000019
066020602040000;066020602040000
066020602020000;066020602020000
066020602000025;066020602000025
066020602000004;066020602000004
066020602000013;066020602000013
066020602000012;066020602000012
066020602000041;066020602000041
066020602000026;066020602000026
540700238000031;540700238000031
540700238010000;540700238010000
140212112000089;140212112000089
140212112130000;140212112130000
460420042070000;460420042070000
460420042000003;460420042000003
460420042010005;460420042010005
460420042110000;460420042110000
460420042060000;460420042060000
460420042080000;460420042080000
460420042120000;460420042120000
460420042050000;460420042050000
460420042040000;460420042040000
460420042010001;460420042010001
460420042140000;460420042140000
460420042090000;460420042090000
460420042010002;460420042010002
460420042020000;460420042020000
460420042130000;460420042130000
460420042010004;460420042010004
460420042100000;460420042100000
460420042030000;460420042030000
460420042010003;460420042010003
141821652130000;141821652130000
860840098020000;860840098020000
141401204130000;141401204130000
141401204100000;141401204100000
820843379060000;820843379060000
340219042050000;340219042050000
141052644230000;141052644230000
900218196080000;900218196080000
900218196000122;900218196000122
620630000000004;620630000000004
620630000060000;620630000060000
620355056030000;620355056030000
420700161000024;420700161000024
420700161030000;420700161030000
141402980440000;141402980440000
820913498050000;820913498050000
141331141180000;141331141180000
820490105000017;820490105000017
820490105000014;820490105000014
820490105000020;820490105000020
820490105150000;820490105150000
820490105000074;820490105000074
820703246000044;820703246000044
900568308000173;900568308000173
300849635000046;300849635000046
300849635000029;300849635000029
064340434010002;064340434010002
064340434010006;064340434010006
064340434010005;064340434010005
064340434010004;064340434010004
064340434010001;064340434010001
064340434010003;064340434010003
141823246280000;141823246280000
100210049030000;100210049030000
100210049010000;100210049010000
100210049000028;100210049000028
100210049020000;100210049020000
100210049080000;100210049080000
100210049000044;100210049000044
100210049000016;100210049000016
100210049000007;100210049000007
100210049000052;100210049000052
100210049000035;100210049000035
100210049000024;100210049000024
100210049000003;100210049000003
100210049070000;100210049070000
100210049040000;100210049040000
140280000000034;140280000000034
140280000000102;140280000000102
140280000000019;140280000000019
140280000000129;140280000000129
140280000000041;140280000000041
140280000030000;140280000030000
140280000000012;140280000000012
140280000000073;140280000000073
140280000000054;140280000000054
140280000000113;140280000000113
140280000000030;140280000000030
140280000000035;140280000000035
140280000000104;140280000000104
140280000000026;140280000000026
140280000000071;140280000000071
140280000000082;140280000000082
140280000000123;140280000000123
140280000000106;140280000000106
140280000000098;140280000000098
140280000070000;140280000070000
140280000000085;140280000000085
140280000000065;140280000000065
140280000000127;140280000000127
140280000000040;140280000000040
140280000000004;140280000000004
140280000000091;140280000000091
140280000000092;140280000000092
140280000000050;140280000000050
140280000000093;140280000000093
140280000000075;140280000000075
140280000000062;140280000000062
740070007010000;740070007010000
740070007000101;740070007000101
740070007000182;740070007000182
820282469000007;820282469000007
820282469120000;820282469120000
820070007000012;820070007000012
820070007010000;820070007010000
300289160000025;300289160000025
300289160000022;300289160000022
140560427090000;140560427090000
820142070080000;820142070080000
300779570080000;300779570080000
141611498160000;141611498160000
221610462000001;221610462000001
221610462000004;221610462000004
221610462020000;221610462020000
221610462000005;221610462000005
181190280000001;181190280000001
181190280000031;181190280000031
181190280000033;181190280000033
181190280010000;181190280010000
181190280000061;181190280000061
140350231050000;140350231050000
900218168020000;900218168020000
900218168000015;900218168000015
900218168000105;900218168000105
900218168000011;900218168000011
340075035030000;340075035030000
861336553050000;861336553050000
340350119160000;340350119160000
820422644110000;820422644110000
820422644000069;820422644000069
660280070000020;660280070000020
660280070040000;660280070040000
660280070030002;660280070030002
660280070060000;660280070060000
660280070010000;660280070010000
660280070030001;660280070030001
140842455060000;140842455060000
380636091060000;380636091060000
380636091010000;380636091010000
380636091080000;380636091080000
421470371000004;421470371000004
421470371030000;421470371030000
421470371000003;421470371000003
620140000000048;620140000000048
620140000000043;620140000000043
620140000000025;620140000000025
620140000000008;620140000000008
620140000000034;620140000000034
620140000000024;620140000000024
062170217000019;062170217000019
062170217003000;062170217003000
062170217000048;062170217000048
062170217000052;062170217000052
062170217000038;062170217000038
062170217000010;062170217000010
062170217000046;062170217000046
062170217030000;062170217030000
062170217000036;062170217000036
062170217000009;062170217000009
062170217000001;062170217000001
062170217000062;062170217000062
062170217000035;062170217000035
062170217010001;062170217010001
062170217015000;062170217015000
062170217000047;062170217000047
062170217000023;062170217000023
062170217000017;062170217000017
062170217000033;062170217000033
062170217000025;062170217000025
062170217000055;062170217000055
062170217000058;062170217000058
062170217010003;062170217010003
062170217000005;062170217000005
062170217000053;062170217000053
062170217000024;062170217000024
062170217000002;062170217000002
062170217000012;062170217000012
062170217000028;062170217000028
062170217000050;062170217000050
181470357010000;181470357010000
181470357000010;181470357000010
181470357000019;181470357000019
340149028070000;340149028070000
421260063000008;421260063000008
421260063010000;421260063010000
821264100000036;821264100000036
821264100100000;821264100100000
540980427020000;540980427020000
820983687010000;820983687010000
820983687000034;820983687000034
820983687000011;820983687000011
820983687000024;820983687000024
820983687000039;820983687000039
820983687000021;820983687000021
820983687000032;820983687000032
820983687000006;820983687000006
820983687000033;820983687000033
301139925020000;301139925020000
141052665090000;141052665090000
141052665000109;141052665000109
141052665000120;141052665000120
141052665000105;141052665000105
065320532000011;065320532000011
065320532000017;065320532000017
065320532000001;065320532000001
065320532020000;065320532020000
065320532000014;065320532000014
065320532000009;065320532000009
065320532000008;065320532000008
065320532000006;065320532000006
065320532000019;065320532000019
065320532000020;065320532000020
065320532030000;065320532030000
065320532010000;065320532010000
065320532000007;065320532000007
065320532000016;065320532000016
065320532000018;065320532000018
065320532005000;065320532005000
300889770000010;300889770000010
860140000000027;860140000000027
860140000000121;860140000000121
860140000000025;860140000000025
860140000000145;860140000000145
860140000000052;860140000000052
860140000000090;860140000000090
860140000000067;860140000000067
860140000000082;860140000000082
860140000000140;860140000000140
860140000000167;860140000000167
860140000000023;860140000000023
860140000000166;860140000000166
860140000000144;860140000000144
860140000000162;860140000000162
860140000000051;860140000000051
860140000000040;860140000000040
860140000000032;860140000000032
860140000000085;860140000000085
860140000000002;860140000000002
860140000000036;860140000000036
860140000000020;860140000000020
860140000000059;860140000000059
860140000000061;860140000000061
860140000000065;860140000000065
860140000000169;860140000000169
860140000000017;860140000000017
860140000000060;860140000000060
860140000000015;860140000000015
860140000000053;860140000000053
860140000000086;860140000000086
860140000000155;860140000000155
860140000000076;860140000000076
860140000000014;860140000000014
860140000000163;860140000000163
860140000000030;860140000000030
860140000000083;860140000000083
860140000000093;860140000000093
860140000000114;860140000000114
860140000000157;860140000000157
860140000000056;860140000000056
860140000000003;860140000000003
860140000000143;860140000000143
860140000000007;860140000000007
860140000000116;860140000000116
860140000000119;860140000000119
860140000000131;860140000000131
860140000020000;860140000020000
860140000000043;860140000000043
860140000000108;860140000000108
860140000000135;860140000000135
860140000000161;860140000000161
860140000000081;860140000000081
860140000000168;860140000000168
860140000000098;860140000000098
860140000000075;860140000000075
860140000000106;860140000000106
860140000000058;860140000000058
860140000000139;860140000000139
860140000000129;860140000000129
860140000000080;860140000000080
860140000000130;860140000000130
860140000000088;860140000000088
860140000000148;860140000000148
860140000000136;860140000000136
860140000000064;860140000000064
860140000000154;860140000000154
860140000000044;860140000000044
460980098000009;460980098000009
460980098000001;460980098000001
460980098000014;460980098000014
460980098000005;460980098000005
460980098000012;460980098000012
460980098000007;460980098000007
460980098000003;460980098000003
460980098000004;460980098000004
460980098000008;460980098000008
460980098020000;460980098020000
460980098010000;460980098010000
066790679040000;066790679040000
066790679000012;066790679000012
066790679020000;066790679020000
066790679000006;066790679000006
066790679000001;066790679000001
066790679000004;066790679000004
066790679050000;066790679050000
066790679000010;066790679000010
066790679000002;066790679000002
066790679030000;066790679030000
066790679000011;066790679000011
066790679060000;066790679060000
066790679080000;066790679080000
066790679070000;066790679070000
066790679010000;066790679010000
740566238020000;740566238020000
861126189010000;861126189010000
140352245100000;140352245100000
140630581180000;140630581180000
141401344370000;141401344370000
820840210000013;820840210000013
820840210000018;820840210000018
820840210270000;820840210270000
740146021020000;740146021020000
740280056030000;740280056030000
181680434000012;181680434000012
181680434000047;181680434000047
181680434000067;181680434000067
181680434000087;181680434000087
181680434000063;181680434000063
181680434000073;181680434000073
181680434000070;181680434000070
181680434000023;181680434000023
181680434000020;181680434000020
181680434000007;181680434000007
181680434030000;181680434030000
181680434000006;181680434000006
820212203130000;820212203130000
500280028020001;500280028020001
500280028020011;500280028020011
500280028020004;500280028020004
500280028020007;500280028020007
500280028010000;500280028010000
500280028020003;500280028020003
500280028020006;500280028020006
500280028020009;500280028020009
500280028000007;500280028000007
500280028020005;500280028020005
500280028030000;500280028030000
500280028040000;500280028040000
500280028020002;500280028020002
500280028020010;500280028020010
500280028020014;500280028020014
500280028000006;500280028000006
500280028020012;500280028020012
500280028050000;500280028050000
500280028020008;500280028020008
500280028020013;500280028020013
580985119010000;580985119010000
900708455000086;900708455000086
900708455100000;900708455100000
900708455000107;900708455000107
140560385010000;140560385010000
861260000000002;861260000000002
861260000000024;861260000000024
861260000000152;861260000000152
861260000000041;861260000000041
861260000000053;861260000000053
861260000000055;861260000000055
861260000000186;861260000000186
861260000000105;861260000000105
861260000000170;861260000000170
861260000000083;861260000000083
861260000000008;861260000000008
861260000000047;861260000000047
861260000000171;861260000000171
861260000000089;861260000000089
861260000000158;861260000000158
861260000000011;861260000000011
861260000000144;861260000000144
861260000000051;861260000000051
861260000000163;861260000000163
861260000000016;861260000000016
861260000000023;861260000000023
861260000000010;861260000000010
861260000000131;861260000000131
861260000000050;861260000000050
861260000000001;861260000000001
861260000000012;861260000000012
861260000000204;861260000000204
861260000000080;861260000000080
861260000000206;861260000000206
861260000000081;861260000000081
861260000000018;861260000000018
861260000000195;861260000000195
861260000000198;861260000000198
861260000000030;861260000000030
861260000000093;861260000000093
861260000000043;861260000000043
861260000000097;861260000000097
861260000000212;861260000000212
861260000000154;861260000000154
861260000000076;861260000000076
861260000000123;861260000000123
861260000000210;861260000000210
861260000000156;861260000000156
861260000000166;861260000000166
861260000000113;861260000000113
861260000000091;861260000000091
861260000000003;861260000000003
140072091320000;140072091320000
140072091330000;140072091330000
820492777040000;820492777040000
900420056000039;900420056000039
900420056000050;900420056000050
900420056000004;900420056000004
900420056000032;900420056000032
900420056000008;900420056000008
900420056010000;900420056010000
580490000000022;580490000000022
580490000000002;580490000000002
580490000000028;580490000000028
580490000000007;580490000000007
580490000000020;580490000000020
580490000000026;580490000000026
580490000000038;580490000000038
580490000000012;580490000000012
580490000000003;580490000000003
580490000000008;580490000000008
580490000000001;580490000000001
580490000000027;580490000000027
620705042080000;620705042080000
580775091000027;580775091000027
580775091060000;580775091060000
580775091000013;580775091000013
820913547120000;820913547120000
300709425000049;300709425000049
300709425020000;300709425020000
300709425000015;300709425000015
300709425000077;300709425000077
820703113110000;820703113110000
820492784000025;820492784000025
820492784000073;820492784000073
820492784000008;820492784000008
820492784050000;820492784050000
140700000000019;140700000000019
140700000000010;140700000000010
140700000000040;140700000000040
140700000000042;140700000000042
140700000000006;140700000000006
140700000000029;140700000000029
860770084000034;860770084000034
860770084010000;860770084010000
181120273050000;181120273050000
181120273070000;181120273070000
181120273000075;181120273000075
181120273000058;181120273000058
181120273000007;181120273000007
181120273000039;181120273000039
181120273000017;181120273000017
181120273000078;181120273000078
181120273000037;181120273000037
181120273000060;181120273000060
900708427000028;900708427000028
900708427060000;900708427060000
061960196030000;061960196030000
061960196000026;061960196000026
061960196000003;061960196000003
061960196050000;061960196050000
061960196000015;061960196000015
061960196000001;061960196000001
061960196000007;061960196000007
061960196000022;061960196000022
061960196000006;061960196000006
061960196000018;061960196000018
061960196000014;061960196000014
061960196010000;061960196010000
061960196000008;061960196000008
061960196000021;061960196000021
061960196000005;061960196000005
061960196000016;061960196000016
061960196000017;061960196000017
061960196000020;061960196000020
061960196000010;061960196000010
061960196000024;061960196000024
061960196000023;061960196000023
061960196020000;061960196020000
061960196040000;061960196040000
061960196000012;061960196000012
061960196000011;061960196000011
061960196000009;061960196000009
140282203150000;140282203150000
140282203000109;140282203000109
381126273000058;381126273000058
381126273000075;381126273000075
381126273000022;381126273000022
381126273090000;381126273090000
381126273080001;381126273080001
381126273000016;381126273000016
381126273000019;381126273000019
381126273000070;381126273000070
381126273000049;381126273000049
820703190210000;820703190210000
820703190000009;820703190000009
860490000000039;860490000000039
860490000080000;860490000080000
860490000000029;860490000000029
860490000000042;860490000000042
860490000000002;860490000000002
860490000000011;860490000000011
860490000000026;860490000000026
860490000000037;860490000000037
860490000000001;860490000000001
860490000000032;860490000000032
860490000000024;860490000000024
860490000020000;860490000020000
860490000000060;860490000000060
860490000000058;860490000000058
860490000000046;860490000000046
860490000000052;860490000000052
860490000000036;860490000000036
860490000000051;860490000000051
860490000000023;860490000000023
860490000000030;860490000000030
860490000000059;860490000000059
860490000000063;860490000000063
860490000000015;860490000000015
860490000040000;860490000040000
860490000070000;860490000070000
860490000000066;860490000000066
860490000000054;860490000000054
860490000000019;860490000000019
860490000000065;860490000000065
860490000000057;860490000000057
860490000000008;860490000000008
860490000130000;860490000130000
860490000000056;860490000000056
860490000000017;860490000000017
860490000000012;860490000000012
860490000000033;860490000000033
860490000050000;860490000050000
860490000000041;860490000000041
860490000000021;860490000000021
821264072050000;821264072050000
821264072180000;821264072180000
620560000000002;620560000000002
620560000000006;620560000000006
620560000000008;620560000000008
380776147050000;380776147050000
380776147000020;380776147000020
380776147000048;380776147000048
380776147000058;380776147000058
380776147000016;380776147000016
380776147000019;380776147000019
380776147045000;380776147045000
380776147000037;380776147000037
380776147000050;380776147000050
380776147000033;380776147000033
380776147000021;380776147000021
380776147000059;380776147000059
380776147000023;380776147000023
380776147000013;380776147000013
380776147070000;380776147070000
380776147100000;380776147100000
380776147000044;380776147000044
061400140000004;061400140000004
061400140000007;061400140000007
061400140020000;061400140020000
061400140000001;061400140000001
061400140010000;061400140010000
063710371010009;063710371010009
063710371010020;063710371010020
063710371010022;063710371010022
063710371010024;063710371010024
063710371010014;063710371010014
063710371010016;063710371010016
063710371010002;063710371010002
063710371010006;063710371010006
063710371010027;063710371010027
063710371010011;063710371010011
063710371010025;063710371010025
063710371010012;063710371010012
063710371010005;063710371010005
063710371010015;063710371010015
063710371010017;063710371010017
063710371010023;063710371010023
063710371010007;063710371010007
063710371010013;063710371010013
063710371010019;063710371010019
063710371010021;063710371010021
063710371010010;063710371010010
063710371010008;063710371010008
063710371010026;063710371010026
063710371010003;063710371010003
063710371010018;063710371010018
063710371010004;063710371010004
063710371010001;063710371010001
820633015140000;820633015140000
580770154030000;580770154030000
460490049020000;460490049020000
460490049110000;460490049110000
460490049100000;460490049100000
460490049050000;460490049050000
460490049120000;460490049120000
460490049070000;460490049070000
460490049040000;460490049040000
460490049010000;460490049010000
460490049000007;460490049000007
460490049090000;460490049090000
460490049080000;460490049080000
460490049030000;460490049030000
460490049000005;460490049000005
460490049000001;460490049000001
460490049060000;460490049060000
740420084050000;740420084050000
820212364370000;820212364370000
820212364000051;820212364000051
820212364000017;820212364000017
020130001010002;020130001010002
020130001010003;020130001010003
020130001010001;020130001010001
100490140000004;100490140000004
100490140030000;100490140030000
100490140000007;100490140000007
100490140000011;100490140000011
100490140020000;100490140020000
620630210005000;620630210005000
620630210000005;620630210000005
620630210010000;620630210010000
620630210020000;620630210020000
620630210013000;620630210013000
066650665030000;066650665030000
066650665060000;066650665060000
066650665040000;066650665040000
066650665000020;066650665000020
066650665000008;066650665000008
066650665000015;066650665000015
066650665000013;066650665000013
066650665000003;066650665000003
066650665000004;066650665000004
066650665000017;066650665000017
066650665010000;066650665010000
066650665000007;066650665000007
066650665000014;066650665000014
066650665020000;066650665020000
066650665000005;066650665000005
066650665050000;066650665050000
140282210160000;140282210160000
140282182000066;140282182000066
140282182000095;140282182000095
140282182120000;140282182120000
066300630000031;066300630000031
066300630000011;066300630000011
066300630000005;066300630000005
066300630000012;066300630000012
066300630000001;066300630000001
066300630000026;066300630000026
066300630000002;066300630000002
066300630010000;066300630010000
066300630020000;066300630020000
066300630000009;066300630000009
066300630000029;066300630000029
066300630000003;066300630000003
066300630000025;066300630000025
066300630000018;066300630000018
066300630000008;066300630000008
066300630000022;066300630000022
066300630000007;066300630000007
066300630000023;066300630000023
140982574180000;140982574180000
901198651000043;901198651000043
820913512080000;820913512080000
020020001010001;020020001010001
181330336000012;181330336000012
181330336010000;181330336010000
181330336000026;181330336000026
181330336040000;181330336040000
740426182070000;740426182070000
064550455020000;064550455020000
064550455000024;064550455000024
064550455000004;064550455000004
064550455030000;064550455030000
064550455000022;064550455000022
064550455000016;064550455000016
064550455000012;064550455000012
064550455000026;064550455000026
064550455000002;064550455000002
064550455040000;064550455040000
064550455000018;064550455000018
064550455000007;064550455000007
064550455000009;064550455000009
064550455000029;064550455000029
064550455000008;064550455000008
064550455000023;064550455000023
064550455000005;064550455000005
064550455000013;064550455000013
064550455000011;064550455000011
064550455000003;064550455000003
064550455000006;064550455000006
064550455000017;064550455000017
064550455010000;064550455010000
064550455000019;064550455000019
064550455000010;064550455000010
064550455000028;064550455000028
064550455000025;064550455000025
064550455000015;064550455000015
141191078200000;141191078200000
740636301030000;740636301030000
740636301000047;740636301000047
740636301000051;740636301000051
740636301000106;740636301000106
180280035000034;180280035000034
180280035000043;180280035000043
180280035000083;180280035000083
180280035000041;180280035000041
180280035000072;180280035000072
180280035000013;180280035000013
180280035000073;180280035000073
180280035000002;180280035000002
180280035000006;180280035000006
180280035000021;180280035000021
180280035020000;180280035020000
740496203010000;740496203010000
861330000000001;861330000000001
861330000000003;861330000000003
861330000000148;861330000000148
861330000000079;861330000000079
861330000000042;861330000000042
861330000000141;861330000000141
861330000000071;861330000000071
861330000000035;861330000000035
861330000000113;861330000000113
861330000000083;861330000000083
861330000000135;861330000000135
861330000000037;861330000000037
861330000000107;861330000000107
861330000000093;861330000000093
861330000000060;861330000000060
861330000000130;861330000000130
861330000000122;861330000000122
861330000000127;861330000000127
861330000000072;861330000000072
861330000000023;861330000000023
861330000000138;861330000000138
861330000000116;861330000000116
861330000000109;861330000000109
861330000000059;861330000000059
861330000000145;861330000000145
861330000000124;861330000000124
861330000000027;861330000000027
861330000000028;861330000000028
861330000000146;861330000000146
861330000000150;861330000000150
861330000000029;861330000000029
861330000000125;861330000000125
861330000000068;861330000000068
861330000000076;861330000000076
861330000000046;861330000000046
861330000000062;861330000000062
861330000000111;861330000000111
861330000000139;861330000000139
861330000000030;861330000000030
861330000000098;861330000000098
861330000000095;861330000000095
861330000000022;861330000000022
861330000000121;861330000000121
861330000000074;861330000000074
861330000000097;861330000000097
861330000000044;861330000000044
861330000000143;861330000000143
861330000000039;861330000000039
861330000000085;861330000000085
861330000000115;861330000000115
861330000000084;861330000000084
861330000000149;861330000000149
861330000000063;861330000000063
861330000000058;861330000000058
861330000000077;861330000000077
861330000000031;861330000000031
861330000000045;861330000000045
861330000000103;861330000000103
861330000000041;861330000000041
861330000000120;861330000000120
861330000000092;861330000000092
861330000000005;861330000000005
861330000000007;861330000000007
861330000000024;861330000000024
861330000000036;861330000000036
861330000000043;861330000000043
861330000000002;861330000000002
861330000000142;861330000000142
861330000000137;861330000000137
861330000000064;861330000000064
861330000000117;861330000000117
861330000000104;861330000000104
861330000000078;861330000000078
861330000000136;861330000000136
740426154020000;740426154020000
181260308000032;181260308000032
181260308010000;181260308010000
181260308000042;181260308000042
181260308000054;181260308000054
181260308000041;181260308000041
181260308000037;181260308000037
181260308000003;181260308000003
181260308000012;181260308000012
181260308000005;181260308000005
181260308000055;181260308000055
181260308000002;181260308000002
181260308000015;181260308000015
181260308000044;181260308000044
181260308000058;181260308000058
141262833000042;141262833000042
141262833000070;141262833000070
141262833000006;141262833000006
141262833010000;141262833010000
141262833000003;141262833000003
141262833000029;141262833000029
300429235000002;300429235000002
300429235000013;300429235000013
300429235000026;300429235000026
220070028000057;220070028000057
220070028000089;220070028000089
220070028000043;220070028000043
220070028000054;220070028000054
220070028000079;220070028000079
220070028000017;220070028000017
220070028000018;220070028000018
220070028000006;220070028000006
220070028000094;220070028000094
220070028000038;220070028000038
220070028000005;220070028000005
220070028000088;220070028000088
220070028000027;220070028000027
220070028000077;220070028000077
220070028000076;220070028000076
220070028000001;220070028000001
220070028000024;220070028000024
220070028000050;220070028000050
220070028000045;220070028000045
220070028000056;220070028000056
220070028000080;220070028000080
220070028000036;220070028000036
220070028000093;220070028000093
220070028000055;220070028000055
220070028000033;220070028000033
220070028000085;220070028000085
220070028000052;220070028000052
220070028050000;220070028050000
220070028000021;220070028000021
220070028000003;220070028000003
220070028000087;220070028000087
220070028000039;220070028000039
220070028000075;220070028000075
220070028000035;220070028000035
220070028000037;220070028000037
220070028000048;220070028000048
220070028000072;220070028000072
220070028000015;220070028000015
220070028000034;220070028000034
220070028000083;220070028000083
220070028000051;220070028000051
220070028000047;220070028000047
220070028000073;220070028000073
220070028000086;220070028000086
220070028000031;220070028000031
220070028000023;220070028000023
220070028000025;220070028000025
220070028000058;220070028000058
260210000000012;260210000000012
260210000020000;260210000020000
260210000000010;260210000000010
260210000000008;260210000000008
260210000000017;260210000000017
260210000000007;260210000000007
141401169020000;141401169020000
780210049040000;780210049040000
820352546000004;820352546000004
820352546000005;820352546000005
300159060110000;300159060110000
180630126000009;180630126000009
180630126000067;180630126000067
180630126000051;180630126000051
180630126020000;180630126020000
180630126000058;180630126000058
180630126000050;180630126000050
180630126000020;180630126000020
180630126000068;180630126000068
740496217050000;740496217050000
065810581010000;065810581010000
065810581000019;065810581000019
065810581000015;065810581000015
065810581000026;065810581000026
065810581000004;065810581000004
065810581000022;065810581000022
065810581040001;065810581040001
065810581030000;065810581030000
065810581000013;065810581000013
065810581000003;065810581000003
065810581000017;065810581000017
065810581000014;065810581000014
065810581060000;065810581060000
065810581050000;065810581050000
065810581000012;065810581000012
065810581040003;065810581040003
065810581000028;065810581000028
065810581000010;065810581000010
065810581040002;065810581040002
065810581000020;065810581000020
065810581025000;065810581025000
065810581000025;065810581000025
065810581000008;065810581000008
065810581000024;065810581000024
181610420000093;181610420000093
181610420000075;181610420000075
181610420000021;181610420000021
181610420000022;181610420000022
181610420000005;181610420000005
181610420000084;181610420000084
181610420000060;181610420000060
181610420050000;181610420050000
181610420000032;181610420000032
181610420000004;181610420000004
181610420000086;181610420000086
181610420000096;181610420000096
181610420000048;181610420000048
140982567000122;140982567000122
140982567000066;140982567000066
140982567160000;140982567160000
860490056110000;860490056110000
860490056060000;860490056060000
381056231000047;381056231000047
381056231050000;381056231050000
381056231040000;381056231040000
063640364030002;063640364030002
063640364000007;063640364000007
063640364030003;063640364030003
063640364000002;063640364000002
063640364000006;063640364000006
063640364000003;063640364000003
063640364010000;063640364010000
063640364030004;063640364030004
063640364030001;063640364030001
063640364000004;063640364000004
063640364000005;063640364000005
141473106350002;141473106350002
141473106350001;141473106350001
141473106055000;141473106055000
540420168080000;540420168080000
820703057030000;820703057030000
060490049020000;060490049020000
060490049000002;060490049000002
060490049000038;060490049000038
060490049000009;060490049000009
060490049000025;060490049000025
060490049010000;060490049010000
060490049000027;060490049000027
060490049000034;060490049000034
060490049000041;060490049000041
060490049000050;060490049000050
060490049000049;060490049000049
060490049000012;060490049000012
060490049000039;060490049000039
060490049050000;060490049050000
060490049000046;060490049000046
060490049000029;060490049000029
060490049000030;060490049000030
060490049000045;060490049000045
060490049030000;060490049030000
060490049000037;060490049000037
060490049000052;060490049000052
060490049000019;060490049000019
060490049000026;060490049000026
060490049000032;060490049000032
060490049000024;060490049000024
060490049000036;060490049000036
060490049000008;060490049000008
060490049000003;060490049000003
060490049000023;060490049000023
060490049000031;060490049000031
060490049000020;060490049000020
060490049000035;060490049000035
060490049000040;060490049000040
060490049000021;060490049000021
060490049000054;060490049000054
060490049040000;060490049040000
060490049000028;060490049000028
060490049000033;060490049000033
060490049000042;060490049000042
060490049000048;060490049000048
020050001010002;020050001010002
020050001010001;020050001010001
300849730095000;300849730095000
300849730000089;300849730000089
300849730000091;300849730000091
140420266010000;140420266010000
061340134000002;061340134000002
061340134020000;061340134020000
061340134000022;061340134000022
061340134000005;061340134000005
061340134000014;061340134000014
061340134040000;061340134040000
061340134000024;061340134000024
061340134070000;061340134070000
061340134010000;061340134010000
061340134000018;061340134000018
061340134000015;061340134000015
061340134000003;061340134000003
061340134000017;061340134000017
061340134000013;061340134000013
061340134030000;061340134030000
061340134060000;061340134060000
061340134050001;061340134050001
061340134080000;061340134080000
061340134050002;061340134050002
061470147000009;061470147000009
061470147000003;061470147000003
061470147060000;061470147060000
061470147040000;061470147040000
061470147070000;061470147070000
061470147090000;061470147090000
061470147080000;061470147080000
061470147095000;061470147095000
061470147010000;061470147010000
061470147020000;061470147020000
061470147000011;061470147000011
061470147000004;061470147000004
061470147000001;061470147000001
061470147030000;061470147030000
061470147050000;061470147050000
061470147100000;061470147100000
061470147000002;061470147000002
061470147000007;061470147000007
061470147000008;061470147000008
620075014080000;620075014080000
420630196000001;420630196000001
420630196000002;420630196000002
420630196020000;420630196020000
620420112210000;620420112210000
620420112370000;620420112370000
620420112310000;620420112310000
620420112147000;620420112147000
861190126100000;861190126100000
620915196010000;620915196010000
860426077030000;860426077030000
820422686180000;820422686180000
820422686000034;820422686000034
067630763000001;067630763000001
067630763040004;067630763040004
067630763000003;067630763000003
067630763060000;067630763060000
067630763000002;067630763000002
067630763040002;067630763040002
067630763020000;067630763020000
067630763040003;067630763040003
067630763030000;067630763030000
067630763050002;067630763050002
067630763050001;067630763050001
067630763040001;067630763040001
067630763010000;067630763010000
820212119000034;820212119000034
820212119030000;820212119030000
260420091020000;260420091020000
340350133000057;340350133000057
340350133000401;340350133000401
340350133000321;340350133000321
340350133100000;340350133100000
141821729250000;141821729250000
141401351380000;141401351380000
140910686100000;140910686100000
065110511000013;065110511000013
065110511000009;065110511000009
065110511010000;065110511010000
065110511000017;065110511000017
065110511000003;065110511000003
065110511000016;065110511000016
065110511000010;065110511000010
065110511020000;065110511020000
065110511030000;065110511030000
065110511000015;065110511000015
065110511000014;065110511000014
065110511000012;065110511000012
141122749030000;141122749030000
141122749000100;141122749000100
380146042080000;380146042080000
380146042000034;380146042000034
820703036000010;820703036000010
820703036010000;820703036010000
300210000000012;300210000000012
300210000000014;300210000000014
140350238110000;140350238110000
140560462150000;140560462150000
221400406050000;221400406050000
221400406000009;221400406000009
221400406000023;221400406000023
740636315050000;740636315050000
181260315020000;181260315020000
181260315000006;181260315000006
181260315000050;181260315000050
181260315000051;181260315000051
300840350000020;300840350000020
300840350230000;300840350230000
300289175000009;300289175000009
300289175100000;300289175100000
420980070000006;420980070000006
420980070010000;420980070010000
620425105115000;620425105115000
620425105297000;620425105297000
620425105000035;620425105000035
620425105000028;620425105000028
860426385020000;860426385020000
820142042030000;820142042030000
180910217000040;180910217000040
180910217060000;180910217060000
180910217000015;180910217000015
180910217000037;180910217000037
180910217000036;180910217000036
180910217000018;180910217000018
740286098000080;740286098000080
740286098080000;740286098080000
300350140000020;300350140000020
300350140000032;300350140000032
300350140010000;300350140010000
420700343000005;420700343000005
420700343050000;420700343050000
661540378000151;661540378000151
661540378000070;661540378000070
661540378000145;661540378000145
661540378000120;661540378000120
661540378000069;661540378000069
661540378000079;661540378000079
661540378000036;661540378000036
661540378010000;661540378010000
661540378000132;661540378000132
661540378000093;661540378000093
661540378000038;661540378000038
661540378000096;661540378000096
740630140070000;740630140070000
900568280000241;900568280000241
900568280000058;900568280000058
900568280000051;900568280000051
300849755260000;300849755260000
141541414000041;141541414000041
141541414050000;141541414050000
141541414000049;141541414000049
141541414000035;141541414000035
300849605000053;300849605000053
661260315000022;661260315000022
