Nombre;Latitud;Longitud
RODEO COLORADO;-22,66190686;-65,17760715
PORONGAL;-22,62064281;-64,92279073
IRUYA;-22,77891588;-65,20635981
SAN JUAN;-22,72572231;-65,23163883
LAS CAPILLAS;-22,797776;-65,2638846
MANTACILLAS DEL VALLE DELGADO;-22,64741544;-65,17048472
TRES MORROS;-22,92938161;-64,80957993
PALCA;-22,57424736;-65,21743774
COLANZULI;-22,88858;-65,22381
VIZCARRA;-22,61074045;-65,22007993
VALLE DELGADO;-22,70068757;-65,18473588
ABRA DE ARAGUYOC;-22,7747986;-65,14338644
CORTADERAS;-22,99723058;-64,71427428
LAS TRANCAS;-22,677127;-65,178126
HUAYRA HUASI;-22,63559593;-65,12899845
CASA GRANDE;-22,8066495;-65,1643583
VOLCAN HIGUERAS;-22,89029785;-65,05950635
CAMPO CABRERA;-22,85892;-65,21474
SALA ESCUYA;-22,78418908;-65,0363405
PUEBLO VIEJO;-22,82634302;-65,20183568
SAN ANTONIO;-22,82871819;-64,9668045
ABRA DEL SAUCE;-22,61834694;-65,19026072
CHIYAYOC;-22,72105258;-65,19986588
SAN ISIDRO DE IRUYA;-22,75692;-65,24262
EL ALFARCITO;-22,6997955;-64,98204794
LA MESADA GRANDE;-22,98971684;-65,07874993
TASTAS;-23,69168282;-65,44117737
HORNILLOS;-23,64748045;-65,42677649
BELLA VISTA;-23,65798378;-65,41963196
MAIMARA;-23,62081302;-65,40786004
LABOULAYE;-34,12361221;-63,38864631
LOS TOLDOS;-22,25289531;-64,68166766
ARAZAY;-22,30463468;-64,71502409
LA MISION;-22,22000006;-64,6886159
LAGO FONTANA;-44,97976303;-71,38379669
ALTO RIO SENGUER;-45,04764175;-70,82275521
SANTA ROSA;-26,05091064;-61,31026124
LA TRANQUILIDAD;-25,6045723;-61,35246277
RIO MUERTO;-26,30788181;-61,65404407
LAS DELICIAS;-25,62542915;-61,24673462
PALO BLANCO;-26,61165125;-61,59311195
LOS FRENTONES;-26,40829763;-61,41342714
CUATRO BOCAS;-25,90723753;-61,3217116
EL ARENAL;-26,59526523;-61,46287022
PAMPA QUIMILI;-26,27713129;-61,15766446
LAGO LOLOG;-40,07851216;-71,32269243
SAN MARTIN DE LOS ANDES;-40,15376007;-71,35500986
PUENTE BLANCO;-40,16760819;-71,32621023
CAMPO BOTTO;-30,20023653;-62,04148063
VILLA TRINIDAD;-30,21764604;-61,87756803
SAN ROQUE DEL LAGO;-31,32668744;-64,45446895
BIALET MASSE;-31,32142857;-64,48187033
ESTACION TABOADA;-28,02441336;-63,67805007
MOLINO DOLL;-32,31004093;-60,42020636
CUARTEL V;-34,55865957;-58,81630109
MORENO;-34,63763224;-58,79213627
PASO DEL REY;-34,63538768;-58,75031809
LA REJA;-34,64523912;-58,83802527
TRUJUI;-34,594144;-58,75573466
FRANCISCO ALVAREZ;-34,60731371;-58,85994279
LOS BRETES;-31,311922;-60,552673
CAMPO ANDINO;-31,24106989;-60,53118924
ÑORQUINCO;-41,84344861;-70,89439322
COLONIA WELBERS SUR;-27,36178458;-61,38289668
CAMPO MARCELINO UGARTE;-27,34587947;-61,4341435
GENERAL CAPDEVILA;-27,4231813;-61,47658456
PUNTA ALTA;-38,88135274;-62,07495361
B.N.I.M BATERIAS;-38,93877;-61,96122
CAMPO ESCUDERO;-38,8773376;-61,7315326
PAGO CHICO;-38,78394028;-62,11951948
BALNEARIO PEHUEN CO;-38,9961964;-61,54719901
CORONEL ROSALES;-38,87183858;-62,08126125
VILLA GENERAL ARIAS;-38,80690014;-62,0949854
CAMPO SAN VICENTE;-38,8447705;-61,8530675
BAJO HONDO;-38,76481599;-61,91840511
LAS OSCURAS;-38,7632065;-61,7201942
VILLA DEL MAR;-38,85322426;-62,1164752
CALDERON;-38,7229531;-62,0569661
LA CAUTIVA;-33,97859139;-64,08429895
PUEBLO BELLOCQ;-31,42871404;-59,74578859
COLONIA LA GAMA;-31,48059033;-59,67530547
PAMPA JUANITA;-26,59087292;-61,10037754
LA RALERA;-26,49050737;-60,92574522
EL SILENCIO;-26,14142944;-61,00371107
LOTE 30;-26,66321953;-60,93018524
CONCEPCION DEL BERMEJO;-26,60227396;-60,9492637
PAMPA VIRGEN;-26,42379959;-60,90403167
PAMPA CUVALO;-26,66241682;-61,05575568
PAMPA EL MANGRULLO;-26,16648236;-61,147943
PAMPA GRANDE;-26,63635768;-61,18764169
COLONIA PAMPA UNION;-26,29287841;-60,96335104
COLONIA PAMPA BOLSA SUR;-26,50747039;-61,08378095
PAMPA PEREYRA;-26,46540865;-60,96840359
MAMUEL CHOIQUE;-41,76984164;-70,17086322
ESTACION ARAOZ;-27,05711525;-64,9218124
TRES POZOS;-27,09623;-64,90064
LAS TUSQUITAS;-27,11847;-64,92803
MONJE;-32,35873566;-60,9429043
FORTIN CHARRUA;-29,13533592;-60,94150925
PUEBLO LUIS BERLI;-29,2014697;-60,2818782
EL 17;-29,19914436;-60,28682709
EL HISTORICO;-28,9642741;-60,4361519
PARAJE 29;-29,10976521;-60,23912977
LOS CHARABONES;-29,14300156;-60,68510819
EL CAMPANAL;-28,9645585;-60,3670069
EL CHAÑAR;-28,755501;-60,9272639
KILOMETRO 48;-29,12261303;-60,38747576
FORTIN CHILCAS;-29,12143707;-60,80693054
FORTIN OLMOS;-29,05602119;-60,41439459
LOTE 12;-29,18800318;-60,48529248
ARDILES;-27,44526068;-64,45781076
LAVAISSE;-33,82214768;-65,42379344
MATILDE;-31,79321609;-60,98180598
PLAZA MATILDE;-31,79748349;-61,01116782
LA ENTRERRIANA;-26,42041845;-59,67902394
COLONIA LA FLORIDA;-26,51100235;-59,60916716
CIERVO PETISO;-26,58158496;-59,6329804
COLONIA LAS FLORES;-33,1290247;-61,2278154
CASILDA;-33,04249556;-61,16933112
COLONIA DESMOCHADO AFUERA;-33,0192611;-61,2720579
COLONIA CANDELARIA;-32,9618907;-61,1887751
COLPES;-28,0564725;-65,82608442
ISLA LARGA;-28,23227437;-65,76118786
LA PUERTA;-28,17643791;-65,78630378
HUAYCAMA;-28,09884583;-65,81474643
LA PUERTA SUD;-28,18830491;-65,78709825
COLONIA MANSILLA;-32,54044724;-59,34012222
GOBERNADOR MANSILLA;-32,54649136;-59,35614726
SAENZ VALIENTE;-30,48264109;-57,91570159
COLONIA BUEN RETIRO;-30,36525749;-57,77880525
JUAN PUJOL;-30,41789645;-57,85606944
TRES BOCAS;-30,27191963;-57,92059736
ARROYO MOTA;-30,47490444;-57,98344137
COLONIA SAN FRANCISCO;-30,32834712;-57,79552136
GENERAL ACHA;-37,37367267;-64,60389647
EL CARANCHO;-37,4392128;-65,02373505
EL VERANEO;-37,44021225;-65,11498261
UTRACAN;-37,28433274;-64,56797365
VILLA ATAMISQUI;-28,51008013;-63,73952241
FLORA;-27,04816718;-55,16320131
PUERTO TABAY;-26,99216936;-55,23498925
OASIS;-26,97083597;-55,24917821
VILLA LIBERTADOR GENERAL SAN MARTIN;-27,03250884;-55,2348461
COLONIA SOL DE MAY;-27,09944333;-55,19712418
JARDIN AMERICA;-27,04107079;-55,23208588
SAN PEDRO;-31,93682441;-65,21924022
SAN SEBASTIAN;-31,9197216;-65,22418213
EL BORDO;-31,90851598;-65,20917055
LOS CALLEJONES;-31,93226891;-65,23306534
PUERTO SAN JULIAN;-49,3077036;-67,73197029
PICADA FLOR;-27,12567857;-54,27441934
SAN JOSE;-27,24677133;-54,47050112
PICADA EL MOLINO;-27,08055922;-54,29438127
LAS MERCEDES;-27,16974576;-54,34759641
EL PACIFICO (SAN VICENTE);-27,22291702;-54,40856397
PUERTO ARGENTINO (SAN VICENTE);-26,95085042;-54,33247087
GUIRAY;-27,07942407;-54,52687209
PICADA SULMA (SAN VICENTE);-26,93985002;-54,53733061
PICADA MOJON GRANDE (SAN VICENTE);-27,10695187;-54,42633936
COLONIA FLORIDA;-27,05458149;-54,39224453
EL SOCORRO;-26,84636079;-54,36763209
SAN VICENTE;-26,99537918;-54,48349652
EL LUCERO (SAN VICENTE);-27,19790523;-54,43698478
FRACRAN;-26,7401514;-54,30004396
CACIQUE ARIACAIQUIN;-30,65813641;-60,23073565
POZO DE PIEDRA;-27,56616796;-67,14046925
LA ESTANCIA;-27,53343636;-67,03851336
PIEDRA LARGA;-27,60301;-67,197
LAS VALLAS;-27,55991422;-67,2564789
LAS BARRANCAS;-27,52660881;-67,11254586
CONDOR HUASI;-27,48002537;-67,10343656
LAS GRANADILLAS;-27,55947876;-67,11963654
LA TOMA;-27,58703;-67,10265
LAS JUNTAS;-27,52552673;-67,12303271
LA AGUADA DE LA TOMA;-27,60781688;-67,1319187
ROSPENTEK;-51,66393289;-72,14269883
LA PENCA - SAN MARIANO;-31,71157119;-61,43726612
SAN MARIANO;-31,67021059;-61,34802115
CARPINTERIA;-32,55476157;-66,09236842
SAN FRANCISCO DEL MONTE DE ORO;-32,60063923;-66,12737026
LAS CHACRAS;-32,63547762;-66,14025792
POZO DEL MOLLE;-32,53991654;-66,1496998
SELVA;-29,74119659;-61,9305031
SANTA INES;-27,50700585;-55,8548855
BARRIO NUEVO GARUPA;-27,43210091;-55,82613855
GARUPA;-27,47881285;-55,82244118
GENERAL LEVALLE;-34,00983248;-63,92253675
RAFAELA;-31,24824824;-61,49981179
CAMPO RUBIOLO;-31,20350966;-61,52253765
CAMPOS SANCHEZ;-31,22761133;-59,87876821
PIEDRAS BLANCAS;-31,1859576;-59,95215913
CAMPO REBECHI;-31,18701501;-59,86121751
R. DE LA CRUZ OESTE;-32,450881;-64,5312326
CERRO SAN LORENZO;-32,41827003;-64,63022678
HUERTA VIEJA;-32,50964933;-64,73442409
SAN JOSE;-32,5770577;-64,6785139
RIO DE LOS SAUCES;-32,52655953;-64,58695308
SAN FRANCISCO;-32,58349448;-64,58702461
VILLA SAN LORENZO;-32,45402518;-64,59021841
CAMPO BARA;-32,41193058;-63,63034987
CAMPO OJO DE AGUA;-32,45129926;-63,61487794
HERNANDO;-32,42761484;-63,73301191
VILLA SEFAIR (TALACASTO);-31,44393979;-68,42176882
EL ALAMITO;-31,45675103;-68,34171324
LAS TAPIAS;-31,40844725;-68,39994296
PUNTA DEL MONTE;-31,39276605;-68,39563915
VILLA EL SALVADOR;-31,44540204;-68,41764016
EL BOSQUE;-31,4085005;-68,29912531
SARMIENTO;-45,59051972;-69,07068252
CHACRAS DE SARMIENTO;-45,59720158;-69,14443499
PIO PIO;-45,67347746;-69,07875209
MEDELLIN;-28,66755834;-63,70419647
COLONIA LAS CUATRO ESQUINAS;-31,17358516;-63,33759219
EPU PEL;-37,58808899;-64,3065567
UNANUE;-37,54397672;-64,35255549
GAMAY;-37,43850708;-64,39949036
SAN GENARO;-32,37353839;-61,36065692
SAN GENARO NORTE;-32,36580736;-61,34017983
LA OLLITA;-32,4177595;-59,15996954
EL FUERTE;-24,26042087;-64,41035111
RAICES OESTE;-31,84670952;-59,5767705
EL TROPEZON;-31,94344325;-59,45056479
ALDEA DIAZ;-31,77167964;-59,57091449
CANTINA BONALDO;-31,72663255;-59,35054461
EL MALAGUEÑO;-31,70045476;-59,46419922
SANTO DOMINGO;-31,30112457;-67,31943512
BALDES DE LA CHILCA;-30,64182929;-67,40866501
LA HUERTA;-31,24319649;-67,28884125
SAN ANTONIO;-30,35184479;-67,6969223
CHUCUMA;-31,06888616;-67,27882891
COLONIA LOS VALECIANOS;-30,61322852;-67,41521877
LA MAJADITA;-30,68188615;-67,50540633
RINCON CHICO;-30,28905106;-67,71922302
VILLA SAN AGUSTIN;-30,63670848;-67,46505986
LOS BALDECITOS;-30,22418884;-67,70142103
SIERRA DE ELIZONDO;-30,9498024;-67,44200134
ASTICA;-30,95388509;-67,30063514
BALDES DEL NORTE;-30,58628279;-67,42599593
LAS JUNTAS;-30,72895591;-67,58678162
LOS BRETES;-30,7668903;-67,47554614
AGUA CERCADA;-30,80415774;-67,366235
USNO;-30,56400535;-67,5403271
BALDE DEL ROSARIO;-30,32071518;-67,69519692
VILLA MUGUETA;-33,31393493;-61,05706953
MAIZALES;-33,3177704;-60,9648751
CAMPO LA CELIA;-33,2757233;-61,14315884
LA CABRAL;-30,0876438;-61,17970706
PALOS NEGROS;-30,15572166;-61,32049561
COLONIA LA MATILDE;-32,20762771;-58,39592358
VILLA ELISA;-32,16062022;-58,40374835
COLONIA VAZQUEZ;-32,10904132;-58,42589717
COLONIA EL CARMEN;-32,04890628;-58,39692262
COLONIA GOBERNADOR CRESPO;-31,93405641;-60,31815496
COLONIA MEROU;-31,90050807;-60,30168466
POZO DEL MOLLE;-32,01943899;-62,91991826
SAN FABIAN;-32,13837187;-60,98326603
YAMANDU;-31,394466;-60,663274
ARROYO AGUIAR;-31,43222037;-60,66765888
VILLA LAURA;-31,37389646;-60,66471758
BEAZLEY;-33,75773411;-66,64596003
LAS HORQUETAS;-33,70376205;-66,61849213
VICENTINI;-27,41607601;-59,0504349
FONTANA;-27,41671274;-59,04393779
VILLA ORO;-27,42541245;-59,02376429
SAN ERNESTO;-33,38292049;-64,24869525
LAS CORTADERAS;-33,38644539;-65,01102554
CAMPO LA CALERA;-32,66728882;-64,22960663
CHAÑARITOS;-33,29030644;-64,82133347
LA BARRANQUITA;-33,1100266;-64,83835642
LAS TAPIAS;-32,81296036;-64,73385327
PUNTA DEL AGUA;-33,58502;-64,098593
SAN BERNARDO;-33,1942517;-64,1690309
CAMPO LA AGUADA;-33,00989041;-64,62558297
LA GILDA;-33,20829592;-64,2584449
CAMPO LOS JAGUELES SUD;-33,5043953;-64,504333
SANTA FLORA;-33,27883911;-64,34864433
COLONIA LA MADERA;-33,74660674;-64,87908608
EL POTOSI;-33,11074829;-64,70298004
COLONIA EL CARMEN;-33,09728428;-64,43067895
GENERAL SOLER;-33,94165406;-64,24347259
CAMPO ZANON;-34,0181656;-64,54038104
COLONIA LA TERCERA;-33,29315768;-64,09603048
CAMPO DE LA TORRE;-32,74539864;-64,57621038
RIO SECO;-32,82304514;-64,56435064
COLONIA 25 DE MAYO;-33,1538812;-64,65206469
LA ESPERANZA;-32,78295836;-64,49250949
CAROLINA;-33,5242165;-64,21261344
LOS MOLLES;-32,57177734;-64,31907654
COLONIA EL TORO;-33,75550417;-64,65400113
LAGUNA SECA;-33,32345346;-64,90353139
COLONIA LA PROVIDENCIA;-32,8888001;-64,15866964
COLONIA ORCAVI;-33,52969793;-64,37409216
CAMPO LEOFU;-33,87499313;-64,11406463
CAMPO MARTINELLI;-32,31814957;-64,11005773
LAS GAMAS;-32,47861204;-64,11464303
COLONIA LA PINTA;-33,5121286;-64,0278045
VILLA HERMINIA;-33,3709367;-64,1267363
PUERTA COLORADA;-32,46867238;-64,20388268
COLONIA LA ESCONDIDA;-32,6752664;-64,51594811
BAYADA NUEVA;-32,64751095;-64,22141859
LA SARA;-33,6029955;-64,41673
LOS JAGÑELES;-33,402592;-64,5324497
COSTA DEL TAMBO;-32,94787227;-64,51302859
LA INVERNADA;-32,81563914;-64,60607132
PUENTE LOS MOLLES;-32,67660659;-64,05874972
COLONIA SANTA ROSA;-33,55764254;-64,76667661
COLONIA LA ARGENTINA;-34,18393304;-64,41599414
CAMPO SANTA MARIA;-32,7797655;-64,2354176
TEGUA;-32,63661194;-64,28250885
TRES POZOS;-32,40963364;-64,1164856
LOS POZOS;-33,29612656;-65,0503583
COLONIA LA PICHONA;-33,7151893;-64,5300531
EL CANO;-32,62586221;-64,63286759
ESPINILLO;-33,0024796;-64,3526658
ESTACION ACHIRAS;-33,21196132;-65,00527746
ESPINILLAL;-32,76870861;-64,0909474
LA LAGUNILLA;-33,12677797;-64,56765402
COLONIA LA NUEVA;-33,07131754;-64,70982623
SANTA RITA;-32,92300582;-64,46390656
COLONIA NUEVA SAMPACHO;-33,27575134;-64,68728524
VUELTA DE LA CAÑADA;-32,63814067;-64,37227678
LAGUNA OSCURA;-33,86396027;-64,85535431
CAMPO ESNAOLA;-34,06113831;-64,44321188
LAS ENSENADAS;-33,34309611;-64,42166737
CUATRO VIENTOS;-33,06616974;-64,57996368
SAN AMBROSIO;-33,2324582;-64,1709682
LA BRIANZA;-33,4255705;-64,1259356
LAS CINCO ESQUINAS;-32,8628502;-64,2752583
PAUNERO;-33,8778047;-65,02680217
SAN BARTOLOME;-32,75921689;-64,7412985
LA PRIMAVERA;-32,41150122;-63,97853114
EL 38;-29,48211289;-60,54384613
SAN ROBERTO;-29,58613968;-60,4886055
EL PALMAR;-29,57296051;-60,79303478
CAMPO TALEB;-29,6218126;-60,4034609
ESTACION KILOMETRO 213;-29,58331222;-60,39985856
LA GALLARETA;-29,585489;-60,37993937
ESTANCIA EL PELUDO;-29,4706956;-61,0603995
CAMPO ROTELLA;-29,47460026;-60,60357317
CAMPO GIAUQUE;-29,5378504;-60,3591246
KM EL 13;-29,672824;-60,3775583
CAMPO SAN JOSE;-29,52138039;-60,61254503
LA CAROLINA;-33,18684337;-64,72511297
LA HIGUERA;-31,01395484;-65,10203137
COLONIA SAGER;-29,50061079;-59,92500809
COLONIA WINGEYER;-29,4766197;-59,7567306
ROMANG;-29,50182945;-59,74859345
COSTA DEL TOBA;-29,47537025;-60,06335563
CAMPO KAUFMANN;-29,4202814;-59,8716996
CAMPO ALTHAUS;-29,42420679;-59,97955475
VILLA CORAZON DE MARIA;-31,44352944;-63,9963794
MALVINAS ARGENTINAS;-31,36770254;-64,05031965
COLONIA PEÑA;-30,7974916;-58,17563847
SAN RAMON;-30,80916443;-58,21912691
COLONIA EL TROMPO;-30,97583476;-58,24587295
MANDISOVI;-30,80238342;-58,13737489
VERON;-28,90216093;-63,37484037
EL CANDELARIO;-28,83612288;-63,33486504
NAVARRO;-29,1807;-63,21599
GUERRA;-28,98039837;-63,1945216
LOS CERRILLOS;-28,98085703;-63,41838485
RUBIA PASO;-28,87687499;-63,14533429
EL SIMBOLAR;-28,98767479;-63,34116374
ANGA;-29,03431036;-63,33874661
CAMPOS DE CEJAS;-29,06003997;-63,42280692
LA BAJADA;-28,77877586;-63,56727947
BORDO PAMPA;-29,11050254;-63,14667529
NUEVA LOMA;-29,12125302;-62,97986697
LA CENTELLA;-29,0230998;-63,00256819
CHIRA;-29,09573;-63,32171
TACO ISLA;-29,19057;-63,17073
CARRETA PASO;-29,0221704;-63,17279421
SAN NICOLAS;-29,05468655;-63,47822295
SANTA ROSA;-28,97055413;-63,0628443
EL ALBARDON;-29,08446;-63,37922
BARRANCAS;-28,67569196;-63,55534984
YACU HURMANA;-28,90246057;-63,2920002
SANTA LUCIA;-28,72681291;-63,5083213
PUENTE DEL SALADILLO;-28,91973362;-63,77637267
MALOTA;-28,9801376;-63,26411987
MISTOL POZO;-28,67860057;-63,4358685
CHAÑAR SINUCHAY;-29,18962659;-63,08450882
LOMAS BLANCAS;-29,28756872;-63,15242475
LA RAMADA;-28,99535604;-63,52854699
DINA HUAPI;-41,06919342;-71,16219333
ÑIRIHUAU;-41,08855928;-71,13691338
MALLIN DEL TORO;-38,03681482;-70,76082001
HUNCAL;-37,96270813;-70,34274731
HUARENCHENQUE;-38,26698801;-70,60261612
PICHAIHUE;-37,88665198;-70,37085648
CAJON DE ALMAZA;-38,14383318;-70,528734
QUINTUCO;-38,17089052;-70,31732553
HUALCUPEN;-37,98622513;-70,63853455
ESTANCIA SANTA AURELIA;-35,48140196;-63,49637054
GENERAL PICO;-35,66338059;-63,76092927
TREBOLARES;-35,5855841;-63,58875214
VIRGINIA;-30,74025296;-61,34096659
YATAY;-29,5192318;-58,56045532
ESTANCIA LA CAUTIVA;-29,794026;-58,129454
VACA CUA;-29,665322;-57,96705
MARIA CARAPE;-30,12518457;-58,07888439
ARROYO MAROTE;-29,75140284;-58,07816067
PAGO LARGO;-29,93571019;-58,28109676
CURUZU CUATIA;-29,79152336;-58,04994534
PEDRO DIAZ COLODRERO;-30,20729256;-58,24444962
BAIBIENE;-29,6131134;-58,1897075
PASO DE LAS PIEDRAS;-29,75962578;-58,0426481
EL CHAÑAR;-29,80223949;-58,55994086
COLONIA PAIRIRI;-30,15358353;-58,43326951
SARANDI;-29,74231744;-58,0593849
MARIA CHICA;-29,50963604;-58,3040781
ESTANCIA SAN JUAN;-29,598686;-58,01225127
AVALOS;-29,58282947;-58,29894282
SAN AGUSTIN;-30,06882477;-58,23470689
EMILIO R. CONI;-30,0690502;-58,27140083
TIERRA COLORADA;-29,63564835;-58,612946
TRES BOCAS DEL YATAY;-29,52267255;-58,55018878
ARROYO PORTILLO;-30,21212021;-58,17672588
GARAY;-30,14792892;-58,33083538
EL CEIBO;-29,83866155;-58,04442172
TUNITAS;-29,69234225;-58,3240035
RINCON DE TUNAS;-30,3242279;-58,12057316
CAPITAN JOAQUIN MADARIAGA;-29,8427105;-58,29337311
ESPINILLO;-29,9559717;-58,36272869
LA CUMBRECITA;-31,89696439;-64,77515894
VILLA BERNA;-31,90523826;-64,74288236
EL CADILLAL;-26,69376062;-63,68457478
SAN JAVIER;-26,7888298;-64,42786408
TUSCA POZO;-26,72427;-64,44608
RINCON GRANDE;-26,74300766;-64,5281601
LA GUANACA;-26,7547;-64,42447
LAS CEJAS;-26,77577;-63,67406
TORO POZO;-27,12997;-64,7045
SAN JOSE;-26,72450689;-64,31988165
EL PALOMAR;-26,88659;-64,60396
POLEO POZO;-27,0232296;-64,72786713
EL FISCO DE FATIMA;-26,86764;-64,45946
SAN CRISTOBAL;-26,58244;-64,33032
LOS SANTILLAN;-26,91016;-64,69395
CEJA POZO;-26,81309;-64,51255
BAJO ALEGRE;-26,68895431;-64,45447124
BUEN LUGAR;-27,1457612;-64,37731863
SAN MIGUEL;-26,6322422;-64,37833405
PUESTO LIBERTAD;-27,14796;-64,75185
SAN FELIX;-26,84070116;-64,29763741
ISCA YACU;-27,02977116;-64,61072744
BAJO HONDO;-26,59696;-64,4812
SAN GREGORIO;-26,60795331;-63,66980847
SAN ANTONIO;-26,73918223;-64,55410462
ISCA YACU SEMAUL;-27,03328237;-64,6122133
EL PACARA;-27,12026923;-64,76990861
LOS TUNALES;-27,34739425;-64,56184161
LAS ZANJITAS;-27,18599892;-64,7704773
LA COSTOSA;-26,58350517;-64,40443478
LA BLANCA;-27,10715866;-64,2098999
UTURUNGO;-26,86522484;-64,40643311
MISTOL PUESTO;-26,8699675;-63,71213867
SURI POZO;-27,20499;-64,64569
EL RINCON;-26,75276012;-64,43847275
POZO LINDO;-27,12650871;-64,52955627
HUMAITA;-27,10085297;-64,46994782
LA FORTUNA;-26,8142804;-63,92223669
LOS RALOS;-27,08716541;-64,46901623
EL GUAPO;-26,96454239;-64,42352295
SAN PEDRO;-26,76750271;-64,35773607
EL BAGUAL;-27,1575;-64,78865
EL CHURQUI;-27,16310755;-64,66737698
SAN ANDRES;-26,79684;-64,30729
SAN BARTOLO;-27,04593849;-64,04463959
THEOBALD;-33,31221726;-60,31205136
COLONIA ALBERDI;-33,3544453;-60,3671889
LILO VIEJO;-26,94045668;-62,95656887
PATAY;-26,84292042;-62,93289111
COVUNCO ARRIBA;-38,78475455;-70,14218773
AGUADA DEL LUCERO;-38,8224678;-70,00800324
LOS CATUTOS;-38,8384808;-70,19621068
MALLIN DEL MUERTO;-38,82838821;-70,09008789
PUEBLO URANGA;-33,26453;-60,70833459
EL POTRERILLO;-31,6456182;-64,48161715
ALTA GRACIA;-31,65767983;-64,42882141
LA DONOSA;-31,64303069;-64,34538269
VILLA BUENA ESPERANZA;-31,6149441;-64,485472
URRUTIA;-27,58052037;-56,29095591
COLONIA LIEBIG'S;-27,91565915;-55,8233286
SANTOS LUGARES;-27,84570914;-55,90472126
LA CACHUERA;-27,85340061;-55,84383536
LAS LOMAS;-27,81333444;-55,96030023
KILOMETRO 517;-27,9778878;-55,85057634
PLAYADITO;-27,88965804;-55,88948865
NOETINGER;-32,36674164;-62,31207177
SAN TIBURCIO;-31,66353148;-65,47697206
LAS JARILLAS;-31,64137808;-65,6678018
LA TABLADA;-31,45357554;-65,30579872
PIEDRITAS ROSADAS;-31,34169579;-65,30963898
LAS OSCURAS;-31,63692665;-65,31642914
LA GUANACA;-31,49737613;-65,65838
LA MUDANA;-31,33929693;-65,34752005
LA AGUADITA;-31,51743698;-65,27624512
EL CADILLO;-31,3328495;-65,4964447
LOS QUEBRACHITOS;-31,59653289;-65,45650667
LA SIERRITA;-31,41038242;-64,97644442
EL QUEMADO;-31,44000399;-65,50483126
BALDE DE LA ORILLA;-31,31932831;-65,61785889
LA PATRIA;-31,5181368;-65,50493576
LOS MOLLES;-31,47323253;-65,35729281
MOGIGASTA;-31,56390019;-65,2401
LOS MEDANITOS;-31,57834017;-65,5384273
LA BODEGA;-25,35043474;-65,29592341
OSMA;-25,20859718;-65,51426697
CABRA CORRAL;-25,29003671;-65,38778537
CORONEL MOLDES;-25,28894047;-65,47453735
CHURQUI SOLO;-25,28717423;-65,66927338
PALMAR NORTE;-27,16571088;-61,46933735
COLONIA BRAVO;-27,35923739;-61,18732363
MESON DE FIERRO;-27,43122858;-61,01775842
COLONIA SAN ANTONIO;-27,22748492;-61,36823651
PAMPA GALVAN;-27,36373824;-61,11344417
PAMPA GONZALEZ;-27,25273088;-61,31576999
PINEDO VIEJO;-27,32600381;-61,29451205
LAS LEONAS;-27,03918953;-61,7120512
PAMPA DOROTIER;-27,22938156;-61,40880631
PAMPA SCHMIDT;-27,17276238;-61,35874259
GENERAL PINEDO;-27,32529794;-61,28221042
LA PICADA;-27,27562739;-61,2430356
EL PALMAR;-27,13775515;-61,55288752
PAMPA LANDRIEL;-27,39574493;-61,10297874
COLONIA ANITA;-31,14386295;-62,21358629
SANTA ISABEL;-33,88948927;-61,69659066
RUNCIMAN;-33,8968544;-61,82741165
COLONIA SANTA LUCIA;-34,00790556;-61,76461818
PLAZA DE MERCEDES;-30,97805145;-63,2596192
ALCIRA;-32,75706529;-64,33785993
SANTA TERESA;-31,05636014;-63,97808837
COLONIA CAROYA;-31,01723225;-64,06672861
LA MENDIETA;-24,31435974;-64,97070847
SAUZAL;-24,2997435;-64,95769839
HASENKAMP;-31,51330524;-59,83696962
DOS HERMANAS;-28,8602066;-57,58581544
NARANJITO;-28,92511803;-58,27443514
TIMBOCITO;-28,89663606;-58,22536622
TORO RATAY;-28,84779835;-58,09890286
LA CONCEPCION;-29,02981949;-57,40091707
ESTANCIA SANTA CLARA;-29,06497606;-57,75576207
MARIA LUISA;-28,86771393;-57,40259554
RINCON DEL OMBU;-29,46885822;-57,83055451
BOQUERON;-28,82738934;-58,14995534
RINCON TRANQUERA GENERAL;-28,96489143;-57,98147583
PASO PUCHETA;-29,01350815;-58,31427238
YUQUERI;-28,8779992;-58,03827289
RINCON DEL SOCORRO;-28,64799654;-57,43485591
PAY UBRE CHICO;-28,97712499;-58,19629412
CALLEJON;-29,33177757;-57,85053253
IRUPE;-28,79040337;-57,81962205
RINCON DE YAGUARY;-29,67433634;-57,67778623
TUNITA;-28,74901962;-57,34097673
SAN DIONISIO;-28,72174835;-57,45575716
UGUAY;-28,64846827;-57,4814263
ITA CORA;-28,90635636;-58,16811253
MERCEDES;-29,18338856;-58,07423644
SANTA CATALINA;-28,870924;-57,39595033
SANTA JUANA;-29,47111892;-57,58222679
GUAYAIBI;-29,06182861;-57,44536211
ARROYO GRANDE;-28,78148212;-57,94810016
AGUACERITOS;-29,06;-57,76000002
BERNARDO DE IRIGOYEN;-32,17093062;-61,15727483
CAMPO GENERO;-32,2399352;-61,231266
LA RINCONADA;-27,23168;-65,32687
BALDERRAMA;-27,2017927;-65,3788151
ESTACION MANUELA PEDRAZA;-27,2265588;-65,3571063
VILLA DEL ROSARIO;-31,55401134;-63,5341489
GOBERNADOR GREGORES;-48,75212233;-70,24420359
LOS QUIRQUINCHOS;-33,37699183;-61,71219431
CAMPO CRENNA;-33,2334798;-61,682947
