Nombre;Latitud;Longitud
LA MARGARITA;-34,5284039;-62,0821514
GERMANIA;-34,57611183;-62,05183069
PAZOS KANKI;-34,72372;-62,0962
PERISEE;-34,748565;-61,8409659
GUNTHER;-34,59949953;-61,91649891
COLONIA SAN RICARDO;-34,41621373;-61,92801418
VILLA SAN MARTIN;-28,32666543;-64,10560019
POZO BETBEDER;-26,43703819;-64,3184351
ROSALES;-34,17179073;-63,15347985
DIAZ;-32,37505882;-61,09144251
GRANADERO BAIGORRIA;-32,86136417;-60,70621598
EL PRADO;-32,85000565;-60,69990217
LAS GRAMILLAS;-31,08825551;-63,24184446
RAMAYON;-30,67581534;-60,49955538
VILLA MERCEDES;-30,6726767;-60,5057233
ESTANCIA SAN JUAN;-30,53469191;-60,58997307
VILLA LASTENIA;-30,6845252;-60,4595357
SAN JUAN;-30,53065109;-60,59232712
PEDERNAL;-31,67147297;-58,23079127
COLONIA SANTA ISABEL;-31,71771603;-58,19543205
PLAYA MAGAGNA;-43,38212086;-65,04493257
RAWSON;-43,30105168;-65,09552023
PLAYA UNION;-43,32194085;-65,04759874
LA RAMADITA;-27,09195137;-65,64839172
LOS SOSA;-27,1497326;-65,5230978
LAS MESADAS;-27,0983483;-65,5664878
EL NARANJAL;-27,04826546;-65,66299439
FLORIDA;-34,53274326;-58,49109796
LA LUCILA;-34,49854333;-58,48658249
MUNRO;-34,52726231;-58,52550606
OLIVOS;-34,51216143;-58,49854442
VILLA ADELINA;-34,52875965;-58,54602426
VILLA MARTELLI;-34,55259795;-58,50914326
FLORIDA OESTE;-34,53942234;-58,51481379
VICENTE LOPEZ;-34,52553675;-58,4736495
CARAPACHAY;-34,52591497;-58,53576394
JUBILEO;-31,73367334;-58,63403804
EL MANZANO;-37,1152153;-70,61915588
HUINGANCO;-37,16225374;-70,62403508
BUTALON NORTE;-36,98749803;-70,69145901
CHARRA RUCA;-37,13626499;-70,61633689
CAPILLA DEL CARMEN;-32,20044753;-64,82134109
EL DURAZNO;-32,16956561;-64,77477105
RIO DEL DURAZNO;-32,1707388;-64,77225194
VILLA YACANTO;-32,10378253;-64,75410283
QUETREQUEN;-35,05484393;-64,52136934
OVEJERIA;-25,38762474;-64,71485138
EL GALPON;-25,39158645;-64,65950629
PRINGLES;-25,38969246;-64,06549957
LAGUNITA;-25,50881;-64,02082
SANTA ANA;-25,55601502;-64,00211334
EL ALTAMISQUI;-25,14179984;-64,16499243
CUCHI POZO;-25,24424362;-64,38329315
EL VALLECITO;-25,67792668;-63,99313039
AGUA BLANCA;-25,51643753;-64,60592651
SAN JOSE DE ORQUERA;-25,27830942;-64,08505617
POTRERO;-25,55793;-63,99448
EL MOJON;-25,54151344;-63,99490356
EL GUAYACAN;-25,57164192;-64,77484894
LOS ROSALES;-25,60109005;-63,98209267
BAJO GRANDE;-25,33969879;-64,46232605
LAS VERTIENTES;-25,5034256;-64,73144531
SALADILLO;-25,49371719;-64,59888458
EL SAUZAL;-25,36276817;-64,5700531
ALTO DEL MISTOL;-25,26262662;-64,13007431
EL BORDO;-25,37535497;-64,77293267
QUEBRACHO HERRADO;-25,34067345;-64,5514679
EL PACARA;-25,12518501;-64,186203
POBLACION DE ORTEGA;-25,33388784;-64,58117707
EL PORVENIR;-25,58078575;-64,63097382
EL TUNAL;-25,26526458;-64,40610422
CORRAL QUEMADO;-25,33140655;-64,07300499
PASO DE LAS CARRERAS;-25,17020724;-64,29906801
LA POBLACION;-25,33737183;-64,57605743
LONKOY;-37,202106;-57,4168401
EL MODELO;-36,97482938;-57,15419048
LOS ZORZALES;-36,9515672;-57,0925546
TRELLES;-37,3508571;-57,4659245
MEDALAND;-37,41266985;-57,21112874
LA FLORIDA;-37,1158188;-57,1679508
LA FELICIDAD;-37,1922666;-57,5504315
GENERAL JUAN MADARIAGA;-36,996773;-57,13747691
INVERNADAS;-36,950082;-57,231462
BARRIO KENNEDY;-37,00622177;-57,14172559
COLONIA TIO DOMINGO;-37,02462769;-56,95607376
JUAN CHICO;-36,9071257;-57,199715
EL CARDALITO;-37,0895031;-57,3784537
SANTA LA VICTORIA;-37,0505963;-57,1208502
SANTA YOLA;-37,0444176;-57,0622156
MACEDO;-37,2631732;-57,2100286
CAÑADA DE MACHADO;-31,42892427;-63,58702645
BENGOLEA;-33,02741731;-63,67192779
NUEVA GRANADA;-35,5801859;-59,8586723
DEL CARRIL;-35,51271723;-59,5158202
EMILIANO REYNOSO;-35,5364063;-59,8604326
SALADILLO NORTE;-35,608752;-59,79383
SAN BLAS;-35,5435797;-59,6995418
DAMAS DE LA MISERICORDIA;-35,57929;-59,77465
ACUÑA;-35,6504504;-59,8096018
ALVAREZ DE TOLEDO;-35,63916092;-59,62923834
LOS GUAYCOS;-35,56692;-59,43963001
LA CAMPANA;-35,73963;-59,65302
CAZON;-35,5768032;-59,66450376
SAN BENITO;-35,6681262;-59,8863734
LA GARITA;-35,6409262;-59,7742664
EL ARENAL DEL CARMEN;-35,685592;-60,1005982
POLVAREDAS;-35,59390723;-59,50797349
EL NARANJO;-35,5710586;-59,9701915
LA FORTUNA;-35,5046535;-59,6568722
MARIA ANTONIETA;-35,7069881;-59,5466503
RENACO;-35,62278745;-59,53316574
EL PUENTE;-35,4603636;-59,5772119
ATUCHA;-35,5393828;-59,7763591
EL MANGRULLO;-35,7662444;-60,0395255
BLAQUIER;-35,76770074;-59,30386429
LA ARGENTINA;-35,6923572;-59,4561347
LA MARGARITA;-35,6049561;-59,9302997
LA BLANQUEADA;-35,66865;-59,73758
CUARTEL I;-35,602851;-59,7406808
CAMPO VELA;-35,56105;-59,57429001
SAN PEDRO;-35,79299164;-59,48617936
LA BARRANCOSA;-35,813497;-59,9082616
SALADILLO;-35,64042988;-59,77905898
LA QUINTA;-31,06225885;-63,15012818
LOTE 19;-27,21971406;-60,33280622
VILLA BERTHET;-27,28954924;-60,41559621
LOTE 15;-27,19570988;-60,41520597
LOTE 5;-27,33988825;-60,2776761
LOTE 21;-27,11031396;-60,29517412
LOTE 20;-27,19634624;-60,28364766
LOTE 18;-27,13800442;-60,40331244
LOTE 17;-27,07135697;-60,36661174
COLONIA TINCO;-27,47067281;-64,88076118
ALTO DE LAS JUNTAS;-27,45119598;-66,01996883
ACONQUIJA;-27,47437989;-66,02668844
EL LINDERO;-27,47437989;-66,02668844
LA MESADA;-27,45119598;-66,01996883
LAS PAMPITAS;-27,52216602;-66,12806377
AGUA DE LAS PALOMAS;-27,61905956;-66,11518542
BUENA VISTA;-27,33919224;-66,02418922
EL PUCARA;-27,70432125;-66,00877687
EL ESPINILLO;-27,56772281;-66,14723151
CONDOR HUASI;-27,59687028;-65,97936947
PUNTA DEL AGUA;-27,51272965;-66,12801361
RIO POTRERO;-27,38805251;-65,98344315
EL ALAMITO;-27,33353788;-66,02298517
COLONIA SAN MIGUEL;-26,91681653;-58,98771819
MARGARITA BELEN;-27,26164732;-58,97414731
COSTA INE;-27,18404994;-58,94088629
COLONIA AMADEO;-27,27813882;-59,02263939
CAMPO LARGO;-22,04019646;-63,94769468
EL PAJEAL;-22,02520561;-63,53926086
PIQUIRENDA;-22,33354908;-63,75968471
CAPIAZUTI;-22,16733888;-63,70862099
MACUETA;-22,05239753;-63,88582286
DIQUE ITIYURO;-22,10209;-63,73327
LA REPRESA;-22,29256439;-63,55850983
TOBANTIRENDA;-22,13833247;-63,70618197
SAN FRANCISCO;-22,07784653;-63,8935051
AGUARAY;-22,23881431;-63,72838892
TIMBOIRENDA;-22,24919267;-63,59426958
EL CHILCAR;-22,33098984;-63,63874435
ACAMBUCO;-22,16459982;-63,9088426
MONTE GRANDE;-27,7667141;-65,60060883
LA COCHA;-27,77300484;-65,58645684
ALTO DE LA COCHA;-27,75605583;-65,59912109
VILLA NUEVA;-27,77787;-65,58898
EL PORVENIR;-27,76226;-65,57094
LA POSTA;-27,8286203;-65,5822189
CAMARONES;-44,79829087;-65,71059929
SANTA ANA;-30,90049703;-57,93108095
COLONIA ENSANCHE SAUCE;-30,8567133;-57,86489181
EL RASTREADOR;-33,66447873;-63,5392368
VILLA TRONQUILS;-32,41334861;-64,55133271
LAS CALERAS;-32,38936125;-64,51859234
CHOSOICO-ALGARRO;-38,7426179;-63,1062383
LEJARRAGA;-39,3670833;-62,8442687
COLONIA SAN ENRIQUE;-39,4124142;-63,0401743
ARGERICH;-38,76865608;-62,60252768
LOS ACEBOS;-39,6156519;-62,4704663
SAN JOSE;-39,5378991;-62,575122
COLONIA CRAICO;-38,8351017;-63,3084367
EL ALBA;-39,4846833;-62,501435
SALINA LAS BARRANCAS;-38,77648396;-62,9790214
JUAN COUSTE;-38,89426042;-63,13615819
COLONIA LEJARRETA;-39,36857668;-62,84415497
LOTE 39;-39,0131687;-63,0887441
ISLA VERDE;-39,364565;-62,0927534
EL CHARA;-39,4736267;-62,2097704
SANTA CATALINA;-39,3249695;-62,7078885
TENIENTE ORIGONE;-39,05805867;-62,56971374
PEDRO LURO;-39,50077673;-62,68743172
LAS MASCOTAS;-38,78614;-62,92402
LA SELVA;-39,47226715;-62,5216217
MAYOR BURATOVICH;-39,25909468;-62,61578896
HILARIO ASCASUBI;-39,37586026;-62,64779009
COLONIA RINCON DE LA ESPUELA;-39,4486101;-62,9672002
NICOLAS LEVALLE;-38,8500685;-62,878428
BELLA VISTA;-39,4323988;-62,9350751
COLONIA LA MERCED;-38,7290922;-62,4558625
EL ZORRO;-39,5181444;-62,3718602
COUNTRY LOS MEDANOS;-38,84684459;-62,73874189
EL FORTIN;-39,4686299;-62,6558703
MONTE PAQUETE;-39,3841579;-62,4509837
MEDANOS;-38,82931455;-62,69433216
LA MASCOTA;-38,7903893;-62,6583838
LA JULITA;-39,2556331;-62,7331292
COLONIA MASTRANGELO;-38,8726763;-62,6665711
EL REDUCTO;-39,7994701;-62,3142074
LOS ALFALFARES;-38,8052602;-62,7517883
LOS SURGENTES;-38,6653414;-62,8405229
MONTES DE OCA;-38,92631149;-63,27268982
LAS ISLETAS;-39,6629614;-62,1824864
COLONIA SAN ADOLFO;-39,39839525;-62,57117211
COLONIA ESPIE;-39,2868046;-62,8234991
LA CARLOTA;-39,3219359;-62,5005394
VILLA SARITA;-33,8011746;-59,7339285
LA ESTRELLA;-33,8857039;-59,683129
LAS FLORES;-33,74713898;-59,9075737
LAS CANALETAS;-33,66209391;-59,68032514
VILLA JARDIN;-33,6971298;-59,7432134
EL ESPINILLO;-33,6868316;-59,818959
ALMACEN DE BASSO;-33,6362648;-59,7862782
SANTA LUCIA;-33,87945595;-59,87532845
DEL PARDO;-33,719835;-59,6428761
VILLA LEANDRA;-33,6459095;-59,8818981
OBLIGADO;-33,59655586;-59,81997924
LOS MATADEROS;-33,6702352;-59,7020414
COLEGIALES;-33,7965618;-59,8569919
RIO TALA;-33,76958993;-59,63837086
LA TOSQUERA;-33,7147783;-59,6281029
TABLAS;-33,7147039;-59,8121288
EL CENTRO;-33,75133325;-59,72039192
SAN PEDRO;-33,67912523;-59,6668951
GOBERNADOR CASTRO;-33,66057873;-59,86634083
PUEBLO DOYLE;-33,90500572;-59,81875323
EL CANTABRICO;-33,72547531;-59,70582581
BELADRICH;-33,9812186;-59,802568
EL IDEAL;-33,70192773;-59,86173401
INGENIERO MONETA;-33,93146313;-59,74823301
LA CELINA;-33,800041;-59,6592103
LA BOLSA;-33,7783203;-59,9921983
LA BUENA MOZA;-33,7392899;-59,7630599
LA MATILDE;-33,7411849;-59,8643701
EL DESCANSO;-33,8398633;-59,9483273
BAJO TALA;-33,74245734;-59,61393807
CUMELEN;-40,78552628;-71,6218338
CORRENTOSO;-40,7275238;-71,67723084
VILLA LA ANGOSTURA;-40,76317607;-71,64519675
COLONIA LAS FLORES;-32,95109616;-58,88915796
IRAZUSTA;-32,92693733;-58,95348348
COCHAGOSTA;-22,96981538;-65,87698176
RIO GRANDE;-23,15118599;-65,74859619
QUERA;-23,10083936;-65,76286386
AGUA DE CASTILLA;-23,21611073;-65,81268328
QUEBRALEÑA;-23,28587029;-65,77008825
ABRALAITE;-23,15381683;-65,7853352
TOSQUITAS;-33,81882482;-64,45693274
PUEBLO ITALIANO;-33,88072277;-62,84072503
EL SALTO;-32,19733626;-65,2246239
LOS HOYOS;-29,80243407;-63,62736228
SANTO DOMINGO;-29,7918015;-63,5710171
LA COSTA;-29,7604062;-63,6462156
PAREJHA;-26,28122353;-54,61384564
CUATRO BOCAS;-26,33557541;-54,52488992
COLONIA VICTORIA;-26,32988877;-54,62155723
CASAS VIEJAS;-27,77762413;-65,50911713
POZO DE LA ESQUINA;-27,86289597;-65,44678497
CAÑADA DE LUQUE;-30,73708752;-63,72366188
PUERTO ARAGON;-32,24472183;-60,92398398
BARRANCAS;-32,23663578;-60,98274013
ESTACION LUXARDO;-31,30474888;-62,13330234
PLAZA LUXARDO;-31,30174714;-62,22916729
GOBERNADOR CRESPO;-30,36483469;-60,40116841
CABALANGO;-31,3931049;-64,56356526
BOCA DEL TIGRE;-25,2675457;-63,95845032
SANTA CLARA;-25,24676323;-63,13683319
MACAPILLO;-25,42156903;-63,9896049
SAN FRANCISCO;-25,37789726;-63,87125015
EL VENCIDO;-25,57451804;-63,88840361
LAGUNITA;-25,35583496;-63,7822113
LA JORNADA;-25,47779274;-63,54682159
LAS PIEDRAS;-25,30011749;-63,22241592
EL QUEBRACHAL;-25,35198218;-64,02879639
ANTA POZO;-25,31939507;-63,9609108
SAN MARCOS;-25,18990898;-63,515625
TOLLOCHE;-25,54664567;-63,53429186
EL MOSQUITO;-25,25657654;-63,93984985
LA LAGUNA;-25,30676079;-63,60419083
ALTO ALEGRE;-25,5981369;-63,90912247
SAN RAFAEL;-25,37798691;-63,3521843
SAN JUAN;-25,11475563;-63,3553772
EL QUIRQUINCHO;-25,25521278;-63,84995651
LA BOMBA;-25,29600716;-63,9401474
SAN TADEO;-25,15788651;-63,37780762
FLOR DE MAYO;-25,38173294;-63,24290466
EL PORVENIR;-25,49515;-63,9675
LOS JARDINES;-25,28741837;-63,41841888
MANGRULLO;-25,49209681;-63,89886952
SANTA ROSA;-25,52158546;-63,95755386
EL SIMBOL;-25,69021375;-63,77243998
NUESTRA SEÑORA DE TALAVERA;-25,48107256;-63,78800083
MACAPILLO VIEJO;-25,48292351;-63,98373032
SANTA ELENA;-25,43696213;-63,97932434
SAN ISIDRO;-25,35914421;-64,00923157
EL GEOLOGO;-25,13947678;-63,46586227
EL NORTE;-25,24612045;-63,17583466
GAONA;-25,25817503;-64,0470243
ALGARROBAL;-25,40622366;-63,97991655
EL CALEU;-36,6656205;-58,0745242
LA VERONICA;-36,4817699;-57,8914222
SANTA ROSA;-36,7231668;-57,9984018
SANTA FORTUNA;-36,7239557;-57,7987753
SAN JUAN;-36,6908429;-57,8600311
LA UNION;-36,5098111;-58,0390385
LA ESPERANZA;-36,5891672;-58,1471736
SAN BERNARDO;-36,8526708;-58,1523679
LA P0STA;-36,824647;-57,991012
LABARDEN;-36,94896685;-58,10356718
EL SAUCE;-36,3388157;-57,9076119
LA QUINUA;-36,5942935;-57,9259867
LAS ACACIAS;-36,6895742;-57,7356741
GENERAL GUIDO;-36,64316518;-57,7905019
PROFUNDIDAD;-27,55851981;-55,70344741
TACUARUZU;-27,60590945;-55,64206369
LAS VERTIENTES;-33,28394639;-64,57814623
MIGUEL CANE;-36,15495818;-63,51215437
BERNARDO LARROUDE;-35,02407661;-63,58147868
CAMPO LA GERMANIA;-32,5187599;-61,3693487
CAMPO CALCATERRA;-32,427971;-61,44622607
CLASSON;-32,46342031;-61,29104341
CAMPO EL ENSAYO;-32,55829876;-61,33635543
CRISPI;-31,74172521;-62,03787654
COLONIA LAS YERBAS;-31,8946075;-62,05568718
CAMPO SEVESO;-31,78713651;-61,99954711
LAGUNA LARGA;-31,77839872;-63,8027369
AGUA BLANCA;-23,88497353;-64,67390442
BELLA VISTA;-23,82695007;-64,82634735
MANANTIAL;-23,85704804;-64,79909515
PALMITAS;-23,84153748;-64,73439026
RIO BLANCO;-23,76597786;-64,86483002
PAULINA;-23,84594278;-64,74019786
PUEBLO LEDESMA;-23,82730721;-64,79136056
AGUA NEGRA;-23,83137512;-65,01660156
LIBERTADOR GENERAL SAN MARTIN;-23,809107;-64,792782
SUR DE TREJOS;-27,5124551;-65,3394543
LA JUNTA;-27,48723;-65,40781
SUR DE LAZARTE;-27,54669;-65,18099
NUEVA TRINIDAD;-27,48451134;-65,49125093
EL DURAZNO;-27,50517;-65,42636
EL PACARA;-27,4464752;-65,5039795
SANTA ISABEL;-27,44495201;-65,52915955
NIOGASTA;-27,52347;-65,22743
PROVIDENCIA;-30,98458684;-61,02182815
ARROYO CABRAL;-32,4889825;-63,40147945
COLONIA 25 DE MAYO;-31,40670823;-59,59395301
ALCARAZ;-31,45658897;-59,59913887
PAVON;-33,24307548;-60,40627579
LUCIO  V. LOPEZ;-32,71472972;-61,02260736
LUCIO V. LOPEZ;-32,7145757;-61,0180654
CAMPO MEDINA;-32,7512301;-61,0635328
ACASSUSO;-34,47940181;-58,5074044
SAN ISIDRO;-34,47704122;-58,5271952
VILLA ADELINA;-34,51511977;-58,54575792
BOULOGNE SUR MER;-34,49833129;-58,57001372
BECCAR;-34,46741595;-58,54003435
MARTINEZ;-34,49442308;-58,51057328
BARRAGAN;-30,84656404;-59,07794456
EL CIMARRON;-30,98686298;-58,97775691
ALDEA SAN ISIDRO;-30,97193714;-58,99327599
MATADEROS;-34,65836829;-58,50173195
PARQUE AVELLANEDA;-34,64864129;-58,4764564
LINIERS;-34,64379608;-58,5191299
EL MISTOLAR;-24,24193776;-61,94150345
LA FLORENCIA;-24,17952347;-61,94595718
LAS CALAVERAS;-23,71282005;-62,2986145
EL PICASO;-23,86553001;-62,01615524
SANTA RITA;-24,14362927;-62,16899656
EL TREBOL;-23,93905778;-61,8726151
LA ENSENADA;-24,14163399;-62,20061493
QUEBRACHO COTO;-24,07011223;-62,30062103
CAMPO LA CRUZ;-24,06772804;-62,01568604
EL MILAGRO;-23,497861;-62,034132
VACA MUERTA;-24,00276184;-61,96146393
TRES PALMITAS;-23,98328045;-61,9162269
TENIENTE GENERAL ROSENDO M. FRAGA;-23,75045029;-62,15432827
BOLSA DEL PALOMO;-24,19160553;-62,10109304
POZO EL YACARE;-24,0782228;-62,33318949
EL PALMAR;-24,16758156;-62,03884888
LA ENTRADA;-24,10975647;-62,05434799
EL ROSILLO;-23,68677;-61,94158
AGUA VERDE;-23,67500877;-62,31292343
LA SOLEDAD;-23,92771339;-62,10632706
LA EXTRANJERA;-23,68511772;-62,1363411
POZO DE LA YEGUA;-24,14829254;-62,00079346
EL TOTORAL;-23,56922399;-62,08877626
MONTE RICO;-23,56348801;-61,99669647
EL POTRERITO;-24,30445209;-61,81615175
CAMPO BANDERA;-23,99950341;-61,87515692
CAMPO GRANDE;-24,10650004;-62,21771013
ISLA VERDE;-24,07002449;-62,19472504
EL VIOLIN;-23,98977852;-61,85152054
LA JUNTA;-23,56923;-62,08886
COMUNIDAD ABORIGEN WICHI FWINAFWAS;-24,06407093;-62,03053971
SANTA TERESA;-24,04276085;-61,84557343
LA ESPERANZA;-24,09877777;-62,24864197
POZO DE LOS PATOS;-24,11472168;-61,94735217
EL CARAMELO;-33,1288734;-60,71303944
ALVAREZ;-33,13062536;-60,80396269
SANTA ANA;-27,47223214;-65,68416754
VILLA CLODOMIRO HILERET;-27,47394661;-65,65923002
PEYRANO;-33,54113786;-60,80432956
SAN CARLOS CENTRO;-31,728418;-61,09139579
SANTA ROSA;-23,76438522;-65,46977234
MOLLE PUNCO;-23,79555512;-65,46982575
POZO BRAVO;-23,94223404;-65,78366089
PUERTA DE LIPAN;-23,66819;-65,57362
SALADILLO;-23,65840912;-65,7603302
COLORADOS;-23,57138;-65,69731
CIENAGA;-23,70055491;-65,54282981
PUERTA DE COLORADOS;-23,56138911;-65,69123063
SAN JUAN DE POZO COLORA;-23,55268;-65,81894
AGUADITA;-23,78070068;-65,96193695
CIENAGA GRANDE;-23,89363289;-65,9972229
PURMAMARCA;-23,74099806;-65,50524123
TRES MORROS;-23,70840645;-65,83719635
PIEDRAS BLANCAS;-23,97947693;-65,80553436
TUNALITO;-23,72343;-65,46272
EL MORENO;-23,84185833;-65,83000875
POZO COLORADO;-23,56820107;-65,83825684
ESTANCIA GRANDE;-23,60770989;-65,52734375
ANTELO;-32,53381026;-60,03569661
FELICIA;-31,24639399;-61,21288167
LA CUCHILLA;-26,42776871;-65,08079529
VACAHUASI;-26,47746849;-65,07756043
EL TIPAL;-26,53208542;-65,03070831
EL NOGALITO;-26,42700005;-64,93903351
AGUA NEGRA;-26,36510658;-65,06039429
VILLA PADRE MONTI;-26,50640259;-64,99989854
LAS LAJITAS;-26,41756;-64,94562
LA RINCONADA;-26,46258545;-65,00312042
ALTO DE MEDINA;-26,46372051;-65,10583823
RIO DEL NIO;-26,45087;-65,00191
COLONIA SAN ERNESTO;-31,83762985;-58,63344122
COLONIA PUNTAS DEL GUALEGUAYCHU;-31,82662607;-58,57483711
LA ALICIA;-29,85451698;-60,90486527
AGUARA GRANDE;-30,10930906;-60,94375393
TIMBUES;-32,66962527;-60,79435482
VILLA ELVIRA;-32,64291857;-60,81770951
MATTALDI;-34,48038673;-64,16950331
LAS LOLAS;-24,6432909;-59,4336114
COLONIA SARMIENTO;-24,64447897;-59,43328083
LA PAMPA;-30,94322048;-64,27653492
9 DE JULIO KILOMETRO 20;-26,41453331;-54,49761162
VALLE HERMOSO;-26,38253529;-54,46528484
MARIANO MORENO;-26,36098412;-54,49341102
9 DE JULIO;-26,43028102;-54,46646669
FRONTERA;-27,91332354;-57,85867697
COLONIA JUAN PUJOL;-27,90456441;-57,97609899
TIMBOY;-27,94844358;-57,98994962
PUISOYE;-27,87597069;-57,93289125
PALMAR GRANDE;-27,94076941;-57,90091566
FERNANDEZ;-27,90473367;-57,9759976
CHARRAS;-33,02416773;-64,04582624
BELICHA;-27,3126707;-65,4820785
BELICHA HUAICO;-27,31406021;-65,49576569
YUCUMANITA;-27,37752;-65,53024
GASTONA SUR;-27,35129;-65,50028
GASTONA NORTE;-27,3128625;-65,5225756
LA LEONESA;-27,03795963;-58,70693772
QUIA;-26,95577277;-58,9251764
RINCON DE LUNA;-26,9407177;-58,93431854
MAIPU;-27,0240202;-58,70679042
RINCON DEL ZORRO;-27,03072364;-58,81010566
LAPACHO;-26,98848262;-58,87225036
PILAR;-31,68045169;-63,88149798
GESSLER;-31,87704495;-61,12883677
RINCON DEL VILLAGUAY;-31,723497;-58,872651
COLONIA ESPINDOLA;-31,90346808;-58,80676881
VILLAGUAY ESTE;-31,89148531;-58,9887924
COLONIA SAN JORGE;-31,85470972;-58,74009677
COLONIA LA GERONIMA;-31,79119824;-58,87330435
COLONIA LA ROSADA;-31,8581961;-58,9146716
COLONIA SAN VICENTE;-31,79928267;-58,75738269
EL CARMEN;-26,93348503;-65,19425964
COLONIA SAN JOSE;-26,9167;-65,15
LOS PORCELES;-26,9332049;-65,2018683
SAN ANDRES;-26,88849693;-65,19634018
JESUS MARIA;-30,98119374;-64,09577129
CHIMEHUIN;-40,0917511;-70,89463806
QUECHUQUINA;-40,15420151;-71,57082367
AUQUINCO;-40,20055771;-71,06008911
TROMPUL (RAI);-40,13691165;-71,40881128
CHAPELCO;-40,13136292;-71,19941711
LAGO HERMOSO;-40,37333857;-71,45790401
ESTANCIA SANTA LUCIA;-40,38691448;-71,26625506
CHACAY OESTE;-42,679443;-68,060883
TALAGAPA;-42,17692185;-68,31409454
CHACAY ESTE;-42,77024078;-67,66608429
MALLIN GRANDE;-42,37233734;-67,52044678
CHASICO;-42,82223511;-66,80406952
ISLAS;-34,3277116;-58,608687
GENERAL PACHECO;-34,45230881;-58,64489362
DON TORCUATO ESTE;-34,48693705;-58,61594103
DIQUE LUJAN;-34,37177502;-58,69179251
LOS TRONCOS DEL TALAR;-34,4425672;-58,61743641
RINCON DE MILBERG;-34,4097532;-58,6304827
RICARDO ROJAS;-34,45633397;-58,68066703
TIGRE;-34,42669251;-58,57797175
DON TORCUATO OESTE;-34,50353546;-58,62752866
EL TALAR;-34,47132134;-58,65703019
BENAVIDEZ;-34,41043474;-58,68879197
TRES BOCAS;-34,38486862;-58,55365372
ONCATIVO;-31,91283581;-63,68368203
BERNASCONI;-37,90206819;-63,74507935
SARAH;-35,02469231;-63,68696238
ISLA VICTORIA;-40,97440945;-71,51995356
NAHUEL HUAPI;-41,05179596;-71,14849854
LA LIPELA;-40,81583023;-71,11286163
HUEMUL;-41,02293015;-71,40798187
SANTA MARIA;-40,92704773;-71,42035675
ESPEJO;-40,68836975;-71,69477844
COLONIA LOS ROBLES;-33,4928639;-61,83395
MURPHY;-33,64286237;-61,85779747
PLAZA VIDELA;-31,91702391;-63,50329653
COLONIA VIDELA;-31,91750447;-63,50471595
SAN JOAQUIN;-34,51063956;-63,7132747
BARRIO MITRE;-33,25559464;-60,38977587
EMPALME VILLA CONSTITUCION;-33,26286255;-60,38046446
EL COLORADO;-33,28851125;-60,39674826
TINTINA;-27,02592913;-62,662444
LOS BAZAN;-28,51536002;-65,95517749
LOS ANGELES NORTE;-28,41305242;-65,99749631
COLONIA DEL VALLE;-28,66595723;-65,87520533
PUESTO DE RUA;-28,84479;-65,75135
LA PARAGUAYA;-28,63483;-65,82516
HUILLAPIMA;-28,73265335;-65,96926713
LOS CHAÑARITOS;-28,7796952;-65,76250004
LOS ANGELES SUR;-28,50962599;-66,0134502
SISI HUASI;-28,69752;-65,82864
EL BAÑADO;-28,64929104;-65,81840839
LOS POCITOS;-28,63478442;-65,82503332
COLONIA NUEVA CONETA;-28,58592186;-65,83843305
SAN PABLO;-28,71852116;-66,04060318
CONETA;-28,58249405;-65,88328995
MIRAFLORES;-28,61156438;-65,90455106
VILLA PASTORA;-31,30690735;-64,17853146
CIUDAD DE LOS NIÑOS;-31,29571965;-64,17686853
PARQUE NORTE;-31,30007544;-64,17674287
1 DE AGOSTO;-31,30690735;-64,17853146
JUAREZ CELMAN;-31,25702273;-64,1651662
VILLA LOS LLANOS;-31,27570109;-64,16268354
VILLA EL FACHINAL - PARQUE NORTE - GUIÑA;-31,31013072;-64,18052708
ALMIRANTE BROWN;-31,30756721;-64,18148275
GUIÑAZU NORTE;-31,30671529;-64,17032536
COLONIA SAN GREGORIO;-30,62171574;-57,89384176
COLONIA BUENA VISTA;-30,53469423;-57,96026817
COLONIA MOCORETA;-30,63561821;-57,87794876
PIEDRITAS;-30,43393568;-58,01527562
MOCORETA;-30,61768041;-57,96282546
COLONIA SAN ANDRES;-30,58474289;-57,99395157
GENERAL ENRIQUE GODOY;-39,07955012;-67,15755083
PEDRO E. VIVAS;-31,370747;-63,5325789
KILOMETRO 658;-31,37018094;-63,53260255
LAS SALADAS;-30,7594681;-63,20350273
BUENOS AIRES CHICO;-42,06879613;-71,21583431
EL MAITEN;-42,05428544;-71,16731533
PICADA BERÓN;-30,8561;-59,3493
EL YESO;-30,84517107;-59,37227611
EL CARMEN;-30,84865189;-59,34569931
EL GUAYABO;-31,29401755;-58,90571994
EL ACHIRAL;-31,35768662;-58,80558469
LUCAS NORTE;-31,43018791;-58,97285111
EL CURUPI;-31,25193989;-58,83520869
SAUZAL BONITO;-38,58951386;-69,07045005
CABALLITO;-34,6168255;-58,44360311
CASPALA;-23,35723629;-65,11839974
TACO POZO;-28,55702782;-63,66112137
SANTA ROSA;-28,69083612;-63,17837021
COLONIA LIBANESA;-28,64566;-63,00711
LAGO MUYOJ;-28,70738;-62,8081
PALERMO;-28,5057106;-62,96729279
BLANCA POZO;-28,70814175;-63,1050531
PERCAS;-28,36827505;-63,55839979
SAN ROQUE;-28,34843696;-63,43469242
SAN JOSE;-28,62328536;-63,21416853
